CMN,sesso,cittadinanza,anno,valore
4245,M,S,2018,218
4245,M,S,2019,235
4245,M,S,2020,240
4245,M,T,2018,2852
4245,M,T,2019,2861
4245,M,T,2020,2802
4245,T,I,2018,5341
4245,T,I,2019,5314
4245,T,I,2020,5194
4245,T,S,2018,481
4245,T,S,2019,509
4245,T,S,2020,521
4245,T,T,2018,5822
4245,T,T,2019,5823
4245,T,T,2020,5715
4246,F,I,2018,341
4246,F,I,2019,342
4246,F,I,2020,341
4246,F,S,2018,18
4246,F,S,2019,19
4246,F,S,2020,21
4246,F,T,2018,359
4246,F,T,2019,361
4246,F,T,2020,362
4246,M,I,2018,360
4246,M,I,2019,365
4246,M,I,2020,362
4246,M,S,2018,25
4246,M,S,2019,22
4246,M,S,2020,25
4246,M,T,2018,385
4246,M,T,2019,387
4246,M,T,2020,387
4246,T,I,2018,701
4246,T,I,2019,707
4246,T,I,2020,703
4246,T,S,2018,43
4246,T,S,2019,41
4246,T,S,2020,46
4246,T,T,2018,744
4246,T,T,2019,748
4246,T,T,2020,749
4247,F,I,2018,723
4247,F,I,2019,715
4247,F,I,2020,703
4247,F,S,2018,46
4247,F,S,2019,43
4247,F,S,2020,44
4247,F,T,2018,769
4247,F,T,2019,758
4247,F,T,2020,747
4247,M,I,2018,718
4247,M,I,2019,720
4247,M,I,2020,716
4247,M,S,2018,77
4247,M,S,2019,62
4247,M,S,2020,80
4247,M,T,2018,795
4247,M,T,2019,782
4247,M,T,2020,796
4247,T,I,2018,1441
4247,T,I,2019,1435
4247,T,I,2020,1419
4247,T,S,2018,123
4247,T,S,2019,105
4247,T,S,2020,124
4247,T,T,2018,1564
4247,T,T,2019,1540
4247,T,T,2020,1543
4248,F,I,2018,283
4248,F,I,2019,283
4248,F,I,2020,273
4248,F,S,2018,14
4248,F,S,2019,15
4248,F,S,2020,16
4248,F,T,2018,297
4248,F,T,2019,298
4248,F,T,2020,289
4248,M,I,2018,298
4248,M,I,2019,297
4248,M,I,2020,291
4248,M,S,2018,15
4248,M,S,2019,16
4248,M,S,2020,17
4248,M,T,2018,313
4248,M,T,2019,313
4248,M,T,2020,308
4248,T,I,2018,581
4248,T,I,2019,580
4248,T,I,2020,564
4248,T,S,2018,29
4248,T,S,2019,31
4248,T,S,2020,33
4248,T,T,2018,610
4248,T,T,2019,611
4248,T,T,2020,597
4249,F,I,2018,171
4249,F,I,2019,168
4249,F,I,2020,163
4249,F,S,2018,9
4249,F,S,2019,8
4249,F,S,2020,9
4249,F,T,2018,180
4249,F,T,2019,176
4249,F,T,2020,172
4249,M,I,2018,185
4249,M,I,2019,187
4249,M,I,2020,185
4249,M,S,2018,2
4249,M,S,2019,3
4249,M,S,2020,2
4249,M,T,2018,187
4249,M,T,2019,190
4249,M,T,2020,187
4249,T,I,2018,356
4249,T,I,2019,355
4249,T,I,2020,348
4249,T,S,2018,11
4249,T,S,2019,11
4249,T,S,2020,11
4249,T,T,2018,367
4249,T,T,2019,366
4249,T,T,2020,359
4250,F,I,2018,234
4250,F,I,2019,229
4250,F,I,2020,222
4250,F,S,2018,21
4250,F,S,2019,16
4250,F,S,2020,18
4250,F,T,2018,255
4250,F,T,2019,245
4250,F,T,2020,240
4250,M,I,2018,245
4250,M,I,2019,243
4250,M,I,2020,234
4250,M,S,2018,15
4250,M,S,2019,14
4250,M,S,2020,16
4250,M,T,2018,260
4250,M,T,2019,257
4250,M,T,2020,250
4250,T,I,2018,479
4250,T,I,2019,472
4250,T,I,2020,456
4250,T,S,2018,36
4250,T,S,2019,30
4250,T,S,2020,34
4250,T,T,2018,515
4250,T,T,2019,502
4250,T,T,2020,490
5001,F,I,2018,695
5001,F,I,2019,688
5001,F,I,2020,679
5001,F,S,2018,88
5001,F,S,2019,93
5001,F,S,2020,97
5001,F,T,2018,783
5001,F,T,2019,781
5001,F,T,2020,776
5001,M,I,2018,725
5001,M,I,2019,712
5001,M,I,2020,700
5001,M,S,2018,81
5001,M,S,2019,85
5001,M,S,2020,87
5001,M,T,2018,806
5001,M,T,2019,797
5001,M,T,2020,787
5001,T,I,2018,1420
5001,T,I,2019,1400
5001,T,I,2020,1379
5001,T,S,2018,169
5001,T,S,2019,178
5001,T,S,2020,184
5001,T,T,2018,1589
5001,T,T,2019,1578
5001,T,T,2020,1563
5002,F,I,2018,212
5002,F,I,2019,216
5002,F,I,2020,218
5002,F,S,2018,35
5002,F,S,2019,33
5002,F,S,2020,33
5002,F,T,2018,247
5002,F,T,2019,249
5002,F,T,2020,251
5002,M,I,2018,227
5002,M,I,2019,224
5002,M,I,2020,215
5002,M,S,2018,32
5002,M,S,2019,27
5002,M,S,2020,25
5002,M,T,2018,259
5002,M,T,2019,251
5002,M,T,2020,240
5002,T,I,2018,439
5002,T,I,2019,440
5002,T,I,2020,433
5002,T,S,2018,67
5002,T,S,2019,60
5002,T,S,2020,58
5002,T,T,2018,506
5002,T,T,2019,500
5002,T,T,2020,491
5003,F,I,2018,471
5003,F,I,2019,467
5003,F,I,2020,456
5003,F,S,2018,22
5003,F,S,2019,25
5003,F,S,2020,29
5003,F,T,2018,493
5003,F,T,2019,492
5003,F,T,2020,485
5003,M,I,2018,463
5003,M,I,2019,460
5003,M,I,2020,467
5003,M,S,2018,14
5003,M,S,2019,13
5003,M,S,2020,12
5003,M,T,2018,477
5003,M,T,2019,473
5003,M,T,2020,479
5003,T,I,2018,934
5003,T,I,2019,927
5003,T,I,2020,923
5003,T,S,2018,36
5003,T,S,2019,38
5003,T,S,2020,41
5003,T,T,2018,970
5003,T,T,2019,965
5003,T,T,2020,964
5004,F,I,2018,253
5004,F,I,2019,254
5004,F,I,2020,251
5004,F,S,2018,26
5004,F,S,2019,27
5004,F,S,2020,28
5004,F,T,2018,279
5004,F,T,2019,281
5004,F,T,2020,279
5004,M,I,2018,266
5004,M,I,2019,261
5004,M,I,2020,262
5004,M,S,2018,17
5004,M,S,2019,22
5004,M,S,2020,23
5004,M,T,2018,283
5004,M,T,2019,283
5004,M,T,2020,285
5004,T,I,2018,519
5004,T,I,2019,515
5004,T,I,2020,513
5004,T,S,2018,43
5004,T,S,2019,49
5004,T,S,2020,51
5004,T,T,2018,562
5004,T,T,2019,564
5004,T,T,2020,564
5005,F,I,2018,34563
5005,F,I,2019,34263
5005,F,I,2020,33717
5005,F,S,2018,4754
5005,F,S,2019,4748
5005,F,S,2020,4812
5005,F,T,2018,39317
5005,F,T,2019,39011
5005,F,T,2020,38529
5005,M,I,2018,31841
5005,M,I,2019,31628
5005,M,I,2020,31079
5005,M,S,2018,4433
5005,M,S,2019,4412
5005,M,S,2020,4457
5005,M,T,2018,36274
5005,M,T,2019,36040
5005,M,T,2020,35536
5005,T,I,2018,66404
5005,T,I,2019,65891
5005,T,I,2020,64796
5005,T,S,2018,9187
5005,T,S,2019,9160
5005,T,S,2020,9269
5005,T,T,2018,75591
5005,T,T,2019,75051
5005,T,T,2020,74065
5006,F,I,2018,188
5006,F,I,2019,193
5006,F,I,2020,195
5006,F,S,2018,9
5006,F,S,2019,11
5006,F,S,2020,9
5006,F,T,2018,197
5006,F,T,2019,204
5006,F,T,2020,204
5006,M,I,2018,167
5006,M,I,2019,175
5006,M,I,2020,175
5006,M,S,2018,3
5006,M,S,2019,3
5006,M,S,2020,3
5006,M,T,2018,170
5006,M,T,2019,178
5006,M,T,2020,178
5006,T,I,2018,355
5006,T,I,2019,368
5006,T,I,2020,370
5006,T,S,2018,12
5006,T,S,2019,14
5006,T,S,2020,12
5006,T,T,2018,367
5006,T,T,2019,382
5006,T,T,2020,382
5007,F,I,2018,457
5007,F,I,2019,469
5007,F,I,2020,448
5007,F,S,2018,123
5007,F,S,2019,118
5007,F,S,2020,102
5007,F,T,2018,580
5007,F,T,2019,587
5007,F,T,2020,550
5007,M,I,2018,445
5007,M,I,2019,443
5007,M,I,2020,437
5007,M,S,2018,116
5007,M,S,2019,117
5007,M,S,2020,101
5007,M,T,2018,561
5007,M,T,2019,560
5007,M,T,2020,538
5007,T,I,2018,902
5007,T,I,2019,912
5007,T,I,2020,885
5007,T,S,2018,239
5007,T,S,2019,235
5007,T,S,2020,203
5007,T,T,2018,1141
5007,T,T,2019,1147
5007,T,T,2020,1088
5008,F,I,2018,144
5008,F,I,2019,141
5008,F,I,2020,135
5008,F,S,2018,22
5008,F,S,2019,25
5008,F,S,2020,22
5008,F,T,2018,166
5008,F,T,2019,166
5008,F,T,2020,157
5008,M,I,2018,144
5008,M,I,2019,142
5008,M,I,2020,143
5008,M,S,2018,15
5008,M,S,2019,18
5008,M,S,2020,12
5008,M,T,2018,159
5008,M,T,2019,160
5008,M,T,2020,155
5008,T,I,2018,288
5008,T,I,2019,283
5008,T,I,2020,278
5008,T,S,2018,37
5008,T,S,2019,43
5008,T,S,2020,34
5008,T,T,2018,325
5008,T,T,2019,326
5008,T,T,2020,312
5009,F,I,2018,165
5009,F,I,2019,160
5009,F,I,2020,156
5009,F,S,2018,30
5009,F,S,2019,27
5009,F,S,2020,26
5009,F,T,2018,195
5009,F,T,2019,187
5009,F,T,2020,182
5009,M,I,2018,190
5009,M,I,2019,192
5009,M,I,2020,199
5009,M,S,2018,23
5009,M,S,2019,26
5009,M,S,2020,26
5009,M,T,2018,213
5009,M,T,2019,218
5009,M,T,2020,225
5009,T,I,2018,355
5009,T,I,2019,352
5009,T,I,2020,355
5009,T,S,2018,53
5009,T,S,2019,53
5009,T,S,2020,52
5009,T,T,2018,408
5009,T,T,2019,405
5009,T,T,2020,407
5010,F,I,2018,143
5010,F,I,2019,146
5010,F,I,2020,143
5010,F,S,2018,12
5010,F,S,2019,12
5010,F,S,2020,10
5010,F,T,2018,155
5010,F,T,2019,158
5010,F,T,2020,153
5010,M,I,2018,145
5010,M,I,2019,142
5010,M,I,2020,138
5010,M,S,2018,9
5010,M,S,2019,10
5010,M,S,2020,6
5010,M,T,2018,154
5010,M,T,2019,152
5010,M,T,2020,144
5010,T,I,2018,288
5010,T,I,2019,288
5010,T,I,2020,281
5010,T,S,2018,21
5010,T,S,2019,22
5010,T,S,2020,16
5010,T,T,2018,309
5010,T,T,2019,310
5010,T,T,2020,297
5011,F,I,2018,396
5011,F,I,2019,392
5011,F,I,2020,390
5011,F,S,2018,36
5011,F,S,2019,36
5011,F,S,2020,39
5011,F,T,2018,432
5011,F,T,2019,428
5011,F,T,2020,429
5011,M,I,2018,357
5011,M,I,2019,350
5011,M,I,2020,354
5011,M,S,2018,40
5011,M,S,2019,34
5011,M,S,2020,35
5011,M,T,2018,397
5011,M,T,2019,384
5011,M,T,2020,389
5011,T,I,2018,753
5011,T,I,2019,742
5011,T,I,2020,744
5011,T,S,2018,76
5011,T,S,2019,70
5011,T,S,2020,74
5011,T,T,2018,829
5011,T,T,2019,812
5011,T,T,2020,818
5012,F,I,2018,1191
5012,F,I,2019,1193
5012,F,I,2020,1186
5012,F,S,2018,65
5012,F,S,2019,59
5012,F,S,2020,53
5012,F,T,2018,1256
5012,F,T,2019,1252
5012,F,T,2020,1239
5012,M,I,2018,1230
5012,M,I,2019,1229
5012,M,I,2020,1228
5012,M,S,2018,55
5012,M,S,2019,50
5012,M,S,2020,50
5012,M,T,2018,1285
5012,M,T,2019,1279
5012,M,T,2020,1278
5012,T,I,2018,2421
5012,T,I,2019,2422
5012,T,I,2020,2414
5012,T,S,2018,120
5012,T,S,2019,109
5012,T,S,2020,103
5012,T,T,2018,2541
5012,T,T,2019,2531
5012,T,T,2020,2517
5013,F,I,2018,775
5013,F,I,2019,761
5013,F,I,2020,771
5013,F,S,2018,85
5013,F,S,2019,83
5013,F,S,2020,60
5013,F,T,2018,860
5013,F,T,2019,844
5013,F,T,2020,831
5013,M,I,2018,787
5013,M,I,2019,765
5013,M,I,2020,779
5013,M,S,2018,72
5013,M,S,2019,69
5013,M,S,2020,53
5013,M,T,2018,859
5013,M,T,2019,834
5013,M,T,2020,832
5013,T,I,2018,1562
5013,T,I,2019,1526
5013,T,I,2020,1550
5013,T,S,2018,157
5013,T,S,2019,152
5013,T,S,2020,113
5013,T,T,2018,1719
5013,T,T,2019,1678
5013,T,T,2020,1663
5014,F,I,2018,588
5014,F,I,2019,587
5014,F,I,2020,561
5014,F,S,2018,48
5014,F,S,2019,49
5014,F,S,2020,49
5014,F,T,2018,636
5014,F,T,2019,636
5014,F,T,2020,610
5014,M,I,2018,605
5014,M,I,2019,602
5014,M,I,2020,568
5014,M,S,2018,45
5014,M,S,2019,50
5014,M,S,2020,48
5014,M,T,2018,650
5014,M,T,2019,652
5014,M,T,2020,616
5014,T,I,2018,1193
5014,T,I,2019,1189
5014,T,I,2020,1129
5014,T,S,2018,93
5014,T,S,2019,99
5014,T,S,2020,97
5014,T,T,2018,1286
5014,T,T,2019,1288
5014,T,T,2020,1226
5015,F,I,2018,520
5015,F,I,2019,512
5015,F,I,2020,489
5015,F,S,2018,80
5015,F,S,2019,72
5015,F,S,2020,73
5015,F,T,2018,600
5015,F,T,2019,584
5015,F,T,2020,562
5015,M,I,2018,543
5015,M,I,2019,545
5015,M,I,2020,524
5015,M,S,2018,92
5015,M,S,2019,81
5015,M,S,2020,85
5015,M,T,2018,635
5015,M,T,2019,626
5015,M,T,2020,609
5015,T,I,2018,1063
5015,T,I,2019,1057
5015,T,I,2020,1013
5015,T,S,2018,172
5015,T,S,2019,153
5015,T,S,2020,158
5015,T,T,2018,1235
5015,T,T,2019,1210
5015,T,T,2020,1171
5016,F,I,2018,184
5016,F,I,2019,179
5016,F,I,2020,178
5016,F,S,2018,33
5016,F,S,2019,25
5016,F,S,2020,24
5016,F,T,2018,217
5016,F,T,2019,204
5016,F,T,2020,202
5016,M,I,2018,198
5016,M,I,2019,188
5016,M,I,2020,181
5016,M,S,2018,24
5016,M,S,2019,20
5016,M,S,2020,22
5016,M,T,2018,222
5016,M,T,2019,208
5016,M,T,2020,203
5016,T,I,2018,382
5016,T,I,2019,367
5016,T,I,2020,359
5016,T,S,2018,57
5016,T,S,2019,45
5016,T,S,2020,46
5016,T,T,2018,439
5016,T,T,2019,412
5016,T,T,2020,405
5017,F,I,2018,4375
5017,F,I,2019,4376
5017,F,I,2020,4346
5017,F,S,2018,880
5017,F,S,2019,864
5017,F,S,2020,856
5017,F,T,2018,5255
5017,F,T,2019,5240
5017,F,T,2020,5202
5017,M,I,2018,4125
5017,M,I,2019,4133
5017,M,I,2020,4098
5017,M,S,2018,899
5017,M,S,2019,898
5017,M,S,2020,912
5017,M,T,2018,5024
5017,M,T,2019,5031
5017,M,T,2020,5010
5017,T,I,2018,8500
5017,T,I,2019,8509
5017,T,I,2020,8444
5017,T,S,2018,1779
5017,T,S,2019,1762
5017,T,S,2020,1768
5017,T,T,2018,10279
5017,T,T,2019,10271
5017,T,T,2020,10212
5018,F,I,2018,468
5018,F,I,2019,454
5018,F,I,2020,460
5018,F,S,2018,42
5018,F,S,2019,39
5018,F,S,2020,42
5018,F,T,2018,510
5018,F,T,2019,493
5018,F,T,2020,502
5018,M,I,2018,456
5018,M,I,2019,454
5018,M,I,2020,460
5018,M,S,2018,45
5018,M,S,2019,38
5018,M,S,2020,41
5018,M,T,2018,501
5018,M,T,2019,492
5018,M,T,2020,501
5018,T,I,2018,924
5018,T,I,2019,908
5018,T,I,2020,920
5018,T,S,2018,87
5018,T,S,2019,77
5018,T,S,2020,83
5018,T,T,2018,1011
5018,T,T,2019,985
5018,T,T,2020,1003
5019,F,I,2018,123
5019,F,I,2019,127
5019,F,I,2020,122
5019,F,S,2018,17
5019,F,S,2019,17
5019,F,S,2020,19
5019,F,T,2018,140
5019,F,T,2019,144
5019,F,T,2020,141
5019,M,I,2018,126
5019,M,I,2019,129
5019,M,I,2020,131
5019,M,S,2018,43
5019,M,S,2019,43
5019,M,S,2020,49
5019,M,T,2018,169
5019,M,T,2019,172
5019,M,T,2020,180
5019,T,I,2018,249
5019,T,I,2019,256
5019,T,I,2020,253
5019,T,S,2018,60
5019,T,S,2019,60
5019,T,S,2020,68
5019,T,T,2018,309
5019,T,T,2019,316
5019,T,T,2020,321
5020,F,I,2018,296
5020,F,I,2019,294
5020,F,I,2020,276
5020,F,S,2018,25
5020,F,S,2019,26
5020,F,S,2020,34
5020,F,T,2018,321
5020,F,T,2019,320
5020,F,T,2020,310
5020,M,I,2018,273
5020,M,I,2019,262
5020,M,I,2020,257
5020,M,S,2018,24
5020,M,S,2019,25
5020,M,S,2020,30
5020,M,T,2018,297
5020,M,T,2019,287
5020,M,T,2020,287
5020,T,I,2018,569
5020,T,I,2019,556
5020,T,I,2020,533
5020,T,S,2018,49
5020,T,S,2019,51
5020,T,S,2020,64
5020,T,T,2018,618
5020,T,T,2019,607
5020,T,T,2020,597
5021,F,I,2018,246
5021,F,I,2019,243
5021,F,I,2020,234
5021,F,S,2018,43
5021,F,S,2019,49
5021,F,S,2020,39
5021,F,T,2018,289
5021,F,T,2019,292
5021,F,T,2020,273
5021,M,I,2018,260
5021,M,I,2019,248
5021,M,I,2020,238
5021,M,S,2018,48
5021,M,S,2019,53
5021,M,S,2020,38
5021,M,T,2018,308
5021,M,T,2019,301
5021,M,T,2020,276
5021,T,I,2018,506
5021,T,I,2019,491
5021,T,I,2020,472
5021,T,S,2018,91
5021,T,S,2019,102
5021,T,S,2020,77
5021,T,T,2018,597
5021,T,T,2019,593
5021,T,T,2020,549
5022,F,I,2018,1695
5022,F,I,2019,1677
5022,F,I,2020,1661
5022,F,S,2018,189
5022,F,S,2019,206
5022,F,S,2020,212
5022,F,T,2018,1884
5022,F,T,2019,1883
5022,F,T,2020,1873
5022,M,I,2018,1623
5022,M,I,2019,1594
5022,M,I,2020,1602
5022,M,S,2018,189
5022,M,S,2019,188
5022,M,S,2020,198
5022,M,T,2018,1812
5022,M,T,2019,1782
5022,M,T,2020,1800
5022,T,I,2018,3318
5022,T,I,2019,3271
5022,T,I,2020,3263
5022,T,S,2018,378
5022,T,S,2019,394
5022,T,S,2020,410
5022,T,T,2018,3696
5022,T,T,2019,3665
5022,T,T,2020,3673
5023,F,I,2018,528
5023,F,I,2019,523
5023,F,I,2020,515
5023,F,S,2018,70
5023,F,S,2019,61
5023,F,S,2020,64
5023,F,T,2018,598
5023,F,T,2019,584
5023,F,T,2020,579
5023,M,I,2018,535
5023,M,I,2019,530
5023,M,I,2020,524
5023,M,S,2018,57
5023,M,S,2019,56
5023,M,S,2020,54
5023,M,T,2018,592
5023,M,T,2019,586
5023,M,T,2020,578
5023,T,I,2018,1063
5023,T,I,2019,1053
5023,T,I,2020,1039
5023,T,S,2018,127
5023,T,S,2019,117
5023,T,S,2020,118
5023,T,T,2018,1190
5023,T,T,2019,1170
5023,T,T,2020,1157
5024,F,I,2018,233
5024,F,I,2019,238
5024,F,I,2020,236
5024,F,S,2018,40
5024,F,S,2019,29
5024,F,S,2020,33
5024,F,T,2018,273
5024,F,T,2019,267
5024,F,T,2020,269
5024,M,I,2018,279
5024,M,I,2019,284
5024,M,I,2020,267
5024,M,S,2018,56
5024,M,S,2019,45
5024,M,S,2020,47
5024,M,T,2018,335
5024,M,T,2019,329
5024,M,T,2020,314
5024,T,I,2018,512
5024,T,I,2019,522
5024,T,I,2020,503
5024,T,S,2018,96
5024,T,S,2019,74
5024,T,S,2020,80
5024,T,T,2018,608
5024,T,T,2019,596
5024,T,T,2020,583
5025,F,I,2018,1276
5025,F,I,2019,1260
5025,F,I,2020,1258
5025,F,S,2018,77
5025,F,S,2019,83
5025,F,S,2020,79
5025,F,T,2018,1353
5025,F,T,2019,1343
5025,F,T,2020,1337
5025,M,I,2018,1250
5025,M,I,2019,1266
5025,M,I,2020,1249
5025,M,S,2018,66
5025,M,S,2019,70
5025,M,S,2020,71
5025,M,T,2018,1316
5025,M,T,2019,1336
5025,M,T,2020,1320
5025,T,I,2018,2526
5025,T,I,2019,2526
5025,T,I,2020,2507
5025,T,S,2018,143
5025,T,S,2019,153
5025,T,S,2020,150
5025,T,T,2018,2669
5025,T,T,2019,2679
5025,T,T,2020,2657
5026,F,I,2018,142
5026,F,I,2019,144
5026,F,I,2020,140
5026,F,S,2018,12
5026,F,S,2019,16
5026,F,S,2020,15
5026,F,T,2018,154
5026,F,T,2019,160
5026,F,T,2020,155
5026,M,I,2018,134
5026,M,I,2019,139
5026,M,I,2020,134
5026,M,S,2018,5
5026,M,S,2019,5
5026,M,S,2020,5
5026,M,T,2018,139
5026,M,T,2019,144
5026,M,T,2020,139
5026,T,I,2018,276
5026,T,I,2019,283
5026,T,I,2020,274
5026,T,S,2018,17
5026,T,S,2019,21
5026,T,S,2020,20
5026,T,T,2018,293
5026,T,T,2019,304
5026,T,T,2020,294
5027,F,I,2018,67
5027,F,I,2019,64
5027,F,I,2020,66
5027,F,S,2018,18
5027,F,S,2019,11
5027,F,S,2020,10
5027,F,T,2018,85
5027,F,T,2019,75
5027,F,T,2020,76
5027,M,I,2018,58
5027,M,I,2019,55
5027,M,I,2020,57
5027,M,S,2018,12
5027,M,S,2019,9
5027,M,S,2020,7
5027,M,T,2018,70
5027,M,T,2019,64
5027,M,T,2020,64
5027,T,I,2018,125
5027,T,I,2019,119
5027,T,I,2020,123
5027,T,S,2018,30
5027,T,S,2019,20
5027,T,S,2020,17
5027,T,T,2018,155
5027,T,T,2019,139
5027,T,T,2020,140
5028,F,I,2018,821
5028,F,I,2019,799
5028,F,I,2020,790
5028,F,S,2018,91
5028,F,S,2019,85
5028,F,S,2020,84
5028,F,T,2018,912
5028,F,T,2019,884
5028,F,T,2020,874
5028,M,I,2018,809
5028,M,I,2019,797
5028,M,I,2020,776
5028,M,S,2018,204
5028,M,S,2019,174
5028,M,S,2020,151
5028,M,T,2018,1013
5028,M,T,2019,971
5028,M,T,2020,927
5028,T,I,2018,1630
5028,T,I,2019,1596
5028,T,I,2020,1566
5028,T,S,2018,295
5028,T,S,2019,259
5028,T,S,2020,235
5028,T,T,2018,1925
5028,T,T,2019,1855
5028,T,T,2020,1801
5029,F,I,2018,397
5029,F,I,2019,384
5029,F,I,2020,381
5029,F,S,2018,40
5029,F,S,2019,41
5029,F,S,2020,38
5029,F,T,2018,437
5029,F,T,2019,425
5029,F,T,2020,419
5029,M,I,2018,366
5029,M,I,2019,364
5029,M,I,2020,359
5029,M,S,2018,41
5029,M,S,2019,36
5029,M,S,2020,35
5029,M,T,2018,407
5029,M,T,2019,400
5029,M,T,2020,394
5029,T,I,2018,763
5029,T,I,2019,748
5029,T,I,2020,740
5029,T,S,2018,81
5029,T,S,2019,77
5029,T,S,2020,73
5029,T,T,2018,844
5029,T,T,2019,825
5029,T,T,2020,813
5030,F,I,2018,332
5030,F,I,2019,325
5030,F,I,2020,310
5030,F,S,2018,28
5030,F,S,2019,30
5030,F,S,2020,31
5030,F,T,2018,360
5030,F,T,2019,355
5030,F,T,2020,341
5030,M,I,2018,342
5030,M,I,2019,341
5030,M,I,2020,330
5030,M,S,2018,34
5030,M,S,2019,31
5030,M,S,2020,35
5030,M,T,2018,376
5030,M,T,2019,372
5030,M,T,2020,365
5030,T,I,2018,674
5030,T,I,2019,666
5030,T,I,2020,640
5030,T,S,2018,62
5030,T,S,2019,61
5030,T,S,2020,66
5030,T,T,2018,736
5030,T,T,2019,727
5030,T,T,2020,706
5031,F,I,2018,1456
5031,F,I,2019,1446
5031,F,I,2020,1421
5031,F,S,2018,152
5031,F,S,2019,146
5031,F,S,2020,143
5031,F,T,2018,1608
5031,F,T,2019,1592
5031,F,T,2020,1564
5031,M,I,2018,1411
5031,M,I,2019,1386
5031,M,I,2020,1387
5031,M,S,2018,143
5031,M,S,2019,137
5031,M,S,2020,128
5031,M,T,2018,1554
5031,M,T,2019,1523
5031,M,T,2020,1515
5031,T,I,2018,2867
5031,T,I,2019,2832
5031,T,I,2020,2808
5031,T,S,2018,295
5031,T,S,2019,283
5031,T,S,2020,271
5031,T,T,2018,3162
5031,T,T,2019,3115
5031,T,T,2020,3079
5032,F,I,2018,168
5032,F,I,2019,167
5032,F,I,2020,161
5032,F,S,2018,23
5032,F,S,2019,29
5032,F,S,2020,34
5032,F,T,2018,191
5032,F,T,2019,196
5032,F,T,2020,195
5032,M,I,2018,170
5032,M,I,2019,169
5032,M,I,2020,166
5032,M,S,2018,23
5032,M,S,2019,29
5032,M,S,2020,33
5032,M,T,2018,193
5032,M,T,2019,198
5032,M,T,2020,199
5032,T,I,2018,338
5032,T,I,2019,336
5032,T,I,2020,327
5032,T,S,2018,46
5032,T,S,2019,58
5032,T,S,2020,67
5032,T,T,2018,384
5032,T,T,2019,394
5032,T,T,2020,394
5033,F,I,2018,325
5033,F,I,2019,326
5033,F,I,2020,333
5033,F,S,2018,22
5033,F,S,2019,23
5033,F,S,2020,24
5033,F,T,2018,347
5033,F,T,2019,349
5033,F,T,2020,357
5033,M,I,2018,323
5033,M,I,2019,327
5033,M,I,2020,320
5033,M,S,2018,28
5033,M,S,2019,30
5033,M,S,2020,29
5033,M,T,2018,351
5033,M,T,2019,357
5033,M,T,2020,349
5033,T,I,2018,648
5033,T,I,2019,653
5033,T,I,2020,653
5033,T,S,2018,50
5033,T,S,2019,53
5033,T,S,2020,53
5033,T,T,2018,698
5033,T,T,2019,706
5033,T,T,2020,706
5034,F,I,2018,230
5034,F,I,2019,225
5034,F,I,2020,226
5034,F,S,2018,13
5034,F,S,2019,16
5034,F,S,2020,14
5034,F,T,2018,243
5034,F,T,2019,241
5034,F,T,2020,240
5034,M,I,2018,222
5034,M,I,2019,215
5034,M,I,2020,211
5034,M,S,2018,12
5034,M,S,2019,14
5034,M,S,2020,11
5034,M,T,2018,234
5034,M,T,2019,229
5034,M,T,2020,222
5034,T,I,2018,452
5034,T,I,2019,440
5034,T,I,2020,437
5034,T,S,2018,25
5034,T,S,2019,30
5034,T,S,2020,25
5034,T,T,2018,477
5034,T,T,2019,470
5034,T,T,2020,462
5035,F,I,2018,102
5035,F,I,2019,101
5035,F,I,2020,98
5035,F,S,2018,7
5035,F,S,2019,7
5035,F,S,2020,10
5035,F,T,2018,109
5035,F,T,2019,108
5035,F,T,2020,108
5035,M,I,2018,105
5035,M,I,2019,107
5035,M,I,2020,110
5035,M,S,2018,5
5035,M,S,2019,5
5035,M,S,2020,5
5035,M,T,2018,110
5035,M,T,2019,112
5035,M,T,2020,115
5035,T,I,2018,207
5035,T,I,2019,208
5035,T,I,2020,208
5035,T,S,2018,12
5035,T,S,2019,12
5035,T,S,2020,15
5035,T,T,2018,219
5035,T,T,2019,220
5035,T,T,2020,223
5036,F,I,2018,269
5036,F,I,2019,260
5036,F,I,2020,264
5036,F,S,2018,34
5036,F,S,2019,36
5036,F,S,2020,35
5036,F,T,2018,303
5036,F,T,2019,296
5036,F,T,2020,299
5036,M,I,2018,278
5036,M,I,2019,271
5036,M,I,2020,269
5036,M,S,2018,23
5036,M,S,2019,25
5036,M,S,2020,26
5036,M,T,2018,301
5036,M,T,2019,296
5036,M,T,2020,295
5036,T,I,2018,547
5036,T,I,2019,531
5036,T,I,2020,533
5036,T,S,2018,57
5036,T,S,2019,61
5036,T,S,2020,61
5036,T,T,2018,604
5036,T,T,2019,592
5036,T,T,2020,594
5037,F,I,2018,169
5037,F,I,2019,160
5037,F,I,2020,157
5037,F,S,2018,26
5037,F,S,2019,24
5037,F,S,2020,27
5037,F,T,2018,195
5037,F,T,2019,184
5037,F,T,2020,184
5037,M,I,2018,160
5037,M,I,2019,159
5037,M,I,2020,157
5037,M,S,2018,26
5037,M,S,2019,22
5037,M,S,2020,25
5037,M,T,2018,186
5037,M,T,2019,181
5037,M,T,2020,182
5037,T,I,2018,329
5037,T,I,2019,319
5037,T,I,2020,314
5037,T,S,2018,52
5037,T,S,2019,46
5037,T,S,2020,52
5037,T,T,2018,381
5037,T,T,2019,365
5037,T,T,2020,366
5038,F,I,2018,112
