CMN,sesso,cittadinanza,anno,valore
86019,M,S,2020,35
86019,M,T,2018,3493
86019,M,T,2019,3422
86019,M,T,2020,3368
86019,T,I,2018,7321
86019,T,I,2019,7175
86019,T,I,2020,7075
86019,T,S,2018,111
86019,T,S,2019,117
86019,T,S,2020,88
86019,T,T,2018,7432
86019,T,T,2019,7292
86019,T,T,2020,7163
86020,F,I,2018,2382
86020,F,I,2019,2353
86020,F,I,2020,2319
86020,F,S,2018,59
86020,F,S,2019,63
86020,F,S,2020,63
86020,F,T,2018,2441
86020,F,T,2019,2416
86020,F,T,2020,2382
86020,M,I,2018,2166
86020,M,I,2019,2105
86020,M,I,2020,2071
86020,M,S,2018,66
86020,M,S,2019,46
86020,M,S,2020,43
86020,M,T,2018,2232
86020,M,T,2019,2151
86020,M,T,2020,2114
86020,T,I,2018,4548
86020,T,I,2019,4458
86020,T,I,2020,4390
86020,T,S,2018,125
86020,T,S,2019,109
86020,T,S,2020,106
86020,T,T,2018,4673
86020,T,T,2019,4567
86020,T,T,2020,4496
87001,F,I,2018,1803
87001,F,I,2019,1804
87001,F,I,2020,1774
87001,F,S,2018,47
87001,F,S,2019,47
87001,F,S,2020,37
87001,F,T,2018,1850
87001,F,T,2019,1851
87001,F,T,2020,1811
87001,M,I,2018,1640
87001,M,I,2019,1636
87001,M,I,2020,1657
87001,M,S,2018,33
87001,M,S,2019,34
87001,M,S,2020,27
87001,M,T,2018,1673
87001,M,T,2019,1670
87001,M,T,2020,1684
87001,T,I,2018,3443
87001,T,I,2019,3440
87001,T,I,2020,3431
87001,T,S,2018,80
87001,T,S,2019,81
87001,T,S,2020,64
87001,T,T,2018,3523
87001,T,T,2019,3521
87001,T,T,2020,3495
87002,F,I,2018,8977
87002,F,I,2019,8877
87002,F,I,2020,9011
87002,F,S,2018,329
87002,F,S,2019,330
87002,F,S,2020,359
87002,F,T,2018,9306
87002,F,T,2019,9207
87002,F,T,2020,9370
87002,M,I,2018,8294
87002,M,I,2019,8238
87002,M,I,2020,8323
87002,M,S,2018,225
87002,M,S,2019,217
87002,M,S,2020,294
87002,M,T,2018,8519
87002,M,T,2019,8455
87002,M,T,2020,8617
87002,T,I,2018,17271
87002,T,I,2019,17115
87002,T,I,2020,17334
87002,T,S,2018,554
87002,T,S,2019,547
87002,T,S,2020,653
87002,T,T,2018,17825
87002,T,T,2019,17662
87002,T,T,2020,17987
87003,F,I,2018,13775
87003,F,I,2019,13711
87003,F,I,2020,14024
87003,F,S,2018,352
87003,F,S,2019,365
87003,F,S,2020,306
87003,F,T,2018,14127
87003,F,T,2019,14076
87003,F,T,2020,14330
87003,M,I,2018,13498
87003,M,I,2019,13461
87003,M,I,2020,13630
87003,M,S,2018,243
87003,M,S,2019,247
87003,M,S,2020,200
87003,M,T,2018,13741
87003,M,T,2019,13708
87003,M,T,2020,13830
87003,T,I,2018,27273
87003,T,I,2019,27172
87003,T,I,2020,27654
87003,T,S,2018,595
87003,T,S,2019,612
87003,T,S,2020,506
87003,T,T,2018,27868
87003,T,T,2019,27784
87003,T,T,2020,28160
87004,F,I,2018,25709
87004,F,I,2019,25595
87004,F,I,2020,25356
87004,F,S,2018,749
87004,F,S,2019,767
87004,F,S,2020,775
87004,F,T,2018,26458
87004,F,T,2019,26362
87004,F,T,2020,26131
87004,M,I,2018,24270
87004,M,I,2019,24162
87004,M,I,2020,23787
87004,M,S,2018,633
87004,M,S,2019,652
87004,M,S,2020,709
87004,M,T,2018,24903
87004,M,T,2019,24814
87004,M,T,2020,24496
87004,T,I,2018,49979
87004,T,I,2019,49757
87004,T,I,2020,49143
87004,T,S,2018,1382
87004,T,S,2019,1419
87004,T,S,2020,1484
87004,T,T,2018,51361
87004,T,T,2019,51176
87004,T,T,2020,50627
87005,F,I,2018,8826
87005,F,I,2019,8825
87005,F,I,2020,8863
87005,F,S,2018,162
87005,F,S,2019,176
87005,F,S,2020,147
87005,F,T,2018,8988
87005,F,T,2019,9001
87005,F,T,2020,9010
87005,M,I,2018,8712
87005,M,I,2019,8712
87005,M,I,2020,8758
87005,M,S,2018,110
87005,M,S,2019,115
87005,M,S,2020,99
87005,M,T,2018,8822
87005,M,T,2019,8827
87005,M,T,2020,8857
87005,T,I,2018,17538
87005,T,I,2019,17537
87005,T,I,2020,17621
87005,T,S,2018,272
87005,T,S,2019,291
87005,T,S,2020,246
87005,T,T,2018,17810
87005,T,T,2019,17828
87005,T,T,2020,17867
87006,F,I,2018,17446
87006,F,I,2019,17323
87006,F,I,2020,17348
87006,F,S,2018,236
87006,F,S,2019,251
87006,F,S,2020,234
87006,F,T,2018,17682
87006,F,T,2019,17574
87006,F,T,2020,17582
87006,M,I,2018,16355
87006,M,I,2019,16209
87006,M,I,2020,16133
87006,M,S,2018,211
87006,M,S,2019,224
87006,M,S,2020,211
87006,M,T,2018,16566
87006,M,T,2019,16433
87006,M,T,2020,16344
87006,T,I,2018,33801
87006,T,I,2019,33532
87006,T,I,2020,33481
87006,T,S,2018,447
87006,T,S,2019,475
87006,T,S,2020,445
87006,T,T,2018,34248
87006,T,T,2019,34007
87006,T,T,2020,33926
87007,F,I,2018,13460
87007,F,I,2019,13453
87007,F,I,2020,13547
87007,F,S,2018,352
87007,F,S,2019,349
87007,F,S,2020,323
87007,F,T,2018,13812
87007,F,T,2019,13802
87007,F,T,2020,13870
87007,M,I,2018,13321
87007,M,I,2019,13304
87007,M,I,2020,13383
87007,M,S,2018,278
87007,M,S,2019,284
87007,M,S,2020,293
87007,M,T,2018,13599
87007,M,T,2019,13588
87007,M,T,2020,13676
87007,T,I,2018,26781
87007,T,I,2019,26757
87007,T,I,2020,26930
87007,T,S,2018,630
87007,T,S,2019,633
87007,T,S,2020,616
87007,T,T,2018,27411
87007,T,T,2019,27390
87007,T,T,2020,27546
87008,F,I,2018,11690
87008,F,I,2019,11618
87008,F,I,2020,11624
87008,F,S,2018,284
87008,F,S,2019,284
87008,F,S,2020,261
87008,F,T,2018,11974
87008,F,T,2019,11902
87008,F,T,2020,11885
87008,M,I,2018,10973
87008,M,I,2019,10889
87008,M,I,2020,10860
87008,M,S,2018,261
87008,M,S,2019,261
87008,M,S,2020,242
87008,M,T,2018,11234
87008,M,T,2019,11150
87008,M,T,2020,11102
87008,T,I,2018,22663
87008,T,I,2019,22507
87008,T,I,2020,22484
87008,T,S,2018,545
87008,T,S,2019,545
87008,T,S,2020,503
87008,T,T,2018,23208
87008,T,T,2019,23052
87008,T,T,2020,22987
87009,F,I,2018,9475
87009,F,I,2019,9426
87009,F,I,2020,9370
87009,F,S,2018,230
87009,F,S,2019,230
87009,F,S,2020,199
87009,F,T,2018,9705
87009,F,T,2019,9656
87009,F,T,2020,9569
87009,M,I,2018,8707
87009,M,I,2019,8619
87009,M,I,2020,8542
87009,M,S,2018,252
87009,M,S,2019,248
87009,M,S,2020,216
87009,M,T,2018,8959
87009,M,T,2019,8867
87009,M,T,2020,8758
87009,T,I,2018,18182
87009,T,I,2019,18045
87009,T,I,2020,17912
87009,T,S,2018,482
87009,T,S,2019,478
87009,T,S,2020,415
87009,T,T,2018,18664
87009,T,T,2019,18523
87009,T,T,2020,18327
87010,F,I,2018,2501
87010,F,I,2019,2513
87010,F,I,2020,2502
87010,F,S,2018,81
87010,F,S,2019,92
87010,F,S,2020,95
87010,F,T,2018,2582
87010,F,T,2019,2605
87010,F,T,2020,2597
87010,M,I,2018,2391
87010,M,I,2019,2438
87010,M,I,2020,2423
87010,M,S,2018,70
87010,M,S,2019,94
87010,M,S,2020,113
87010,M,T,2018,2461
87010,M,T,2019,2532
87010,M,T,2020,2536
87010,T,I,2018,4892
87010,T,I,2019,4951
87010,T,I,2020,4925
87010,T,S,2018,151
87010,T,S,2019,186
87010,T,S,2020,208
87010,T,T,2018,5043
87010,T,T,2019,5137
87010,T,T,2020,5133
87011,F,I,2018,18222
87011,F,I,2019,17981
87011,F,I,2020,18061
87011,F,S,2018,527
87011,F,S,2019,518
87011,F,S,2020,514
87011,F,T,2018,18749
87011,F,T,2019,18499
87011,F,T,2020,18575
87011,M,I,2018,17094
87011,M,I,2019,16891
87011,M,I,2020,16927
87011,M,S,2018,812
87011,M,S,2019,761
87011,M,S,2020,739
87011,M,T,2018,17906
87011,M,T,2019,17652
87011,M,T,2020,17666
87011,T,I,2018,35316
87011,T,I,2019,34872
87011,T,I,2020,34988
87011,T,S,2018,1339
87011,T,S,2019,1279
87011,T,S,2020,1253
87011,T,T,2018,36655
87011,T,T,2019,36151
87011,T,T,2020,36241
87012,F,I,2018,2472
87012,F,I,2019,2453
87012,F,I,2020,2500
87012,F,S,2018,31
87012,F,S,2019,38
87012,F,S,2020,35
87012,F,T,2018,2503
87012,F,T,2019,2491
87012,F,T,2020,2535
87012,M,I,2018,2560
87012,M,I,2019,2534
87012,M,I,2020,2587
87012,M,S,2018,19
87012,M,S,2019,24
87012,M,S,2020,27
87012,M,T,2018,2579
87012,M,T,2019,2558
87012,M,T,2020,2614
87012,T,I,2018,5032
87012,T,I,2019,4987
87012,T,I,2020,5087
87012,T,S,2018,50
87012,T,S,2019,62
87012,T,S,2020,62
87012,T,T,2018,5082
87012,T,T,2019,5049
87012,T,T,2020,5149
87013,F,I,2018,2250
87013,F,I,2019,2223
87013,F,I,2020,2199
87013,F,S,2018,43
87013,F,S,2019,44
87013,F,S,2020,47
87013,F,T,2018,2293
87013,F,T,2019,2267
87013,F,T,2020,2246
87013,M,I,2018,2148
87013,M,I,2019,2101
87013,M,I,2020,2078
87013,M,S,2018,20
87013,M,S,2019,24
87013,M,S,2020,28
87013,M,T,2018,2168
87013,M,T,2019,2125
87013,M,T,2020,2106
87013,T,I,2018,4398
87013,T,I,2019,4324
87013,T,I,2020,4277
87013,T,S,2018,63
87013,T,S,2019,68
87013,T,S,2020,75
87013,T,T,2018,4461
87013,T,T,2019,4392
87013,T,T,2020,4352
87014,F,I,2018,1514
87014,F,I,2019,1485
87014,F,I,2020,1448
87014,F,S,2018,84
87014,F,S,2019,84
87014,F,S,2020,77
87014,F,T,2018,1598
87014,F,T,2019,1569
87014,F,T,2020,1525
87014,M,I,2018,1446
87014,M,I,2019,1423
87014,M,I,2020,1377
87014,M,S,2018,68
87014,M,S,2019,71
87014,M,S,2020,67
87014,M,T,2018,1514
87014,M,T,2019,1494
87014,M,T,2020,1444
87014,T,I,2018,2960
87014,T,I,2019,2908
87014,T,I,2020,2825
87014,T,S,2018,152
87014,T,S,2019,155
87014,T,S,2020,144
87014,T,T,2018,3112
87014,T,T,2019,3063
87014,T,T,2020,2969
87015,F,I,2018,149145
87015,F,I,2019,148055
87015,F,I,2020,150377
87015,F,S,2018,5815
87015,F,S,2019,5981
87015,F,S,2020,6344
87015,F,T,2018,154960
87015,F,T,2019,154036
87015,F,T,2020,156721
87015,M,I,2018,136274
87015,M,I,2019,135453
87015,M,I,2020,136357
87015,M,S,2018,6518
87015,M,S,2019,6777
87015,M,S,2020,7278
87015,M,T,2018,142792
87015,M,T,2019,142230
87015,M,T,2020,143635
87015,T,I,2018,285419
87015,T,I,2019,283508
87015,T,I,2020,286734
87015,T,S,2018,12333
87015,T,S,2019,12758
87015,T,S,2020,13622
87015,T,T,2018,297752
87015,T,T,2019,296266
87015,T,T,2020,300356
87016,F,I,2018,4640
87016,F,I,2019,4623
87016,F,I,2020,4591
87016,F,S,2018,206
87016,F,S,2019,204
87016,F,S,2020,184
87016,F,T,2018,4846
87016,F,T,2019,4827
87016,F,T,2020,4775
87016,M,I,2018,4281
87016,M,I,2019,4241
87016,M,I,2020,4192
87016,M,S,2018,141
87016,M,S,2019,139
87016,M,S,2020,119
87016,M,T,2018,4422
87016,M,T,2019,4380
87016,M,T,2020,4311
87016,T,I,2018,8921
87016,T,I,2019,8864
87016,T,I,2020,8783
87016,T,S,2018,347
87016,T,S,2019,343
87016,T,S,2020,303
87016,T,T,2018,9268
87016,T,T,2019,9207
87016,T,T,2020,9086
87017,F,I,2018,13096
87017,F,I,2019,13087
87017,F,I,2020,13106
87017,F,S,2018,734
87017,F,S,2019,745
87017,F,S,2020,645
87017,F,T,2018,13830
87017,F,T,2019,13832
87017,F,T,2020,13751
87017,M,I,2018,12253
87017,M,I,2019,12235
87017,M,I,2020,12200
87017,M,S,2018,658
87017,M,S,2019,666
87017,M,S,2020,534
87017,M,T,2018,12911
87017,M,T,2019,12901
87017,M,T,2020,12734
87017,T,I,2018,25349
87017,T,I,2019,25322
87017,T,I,2020,25306
87017,T,S,2018,1392
87017,T,S,2019,1411
87017,T,S,2020,1179
87017,T,T,2018,26741
87017,T,T,2019,26733
87017,T,T,2020,26485
87018,F,I,2018,6232
87018,F,I,2019,6206
87018,F,I,2020,6143
87018,F,S,2018,344
87018,F,S,2019,360
87018,F,S,2020,317
87018,F,T,2018,6576
87018,F,T,2019,6566
87018,F,T,2020,6460
87018,M,I,2018,5798
87018,M,I,2019,5766
87018,M,I,2020,5686
87018,M,S,2018,517
87018,M,S,2019,546
87018,M,S,2020,415
87018,M,T,2018,6315
87018,M,T,2019,6312
87018,M,T,2020,6101
87018,T,I,2018,12030
87018,T,I,2019,11972
87018,T,I,2020,11829
87018,T,S,2018,861
87018,T,S,2019,906
87018,T,S,2020,732
87018,T,T,2018,12891
87018,T,T,2019,12878
87018,T,T,2020,12561
87019,F,I,2018,13093
87019,F,I,2019,13086
87019,F,I,2020,12934
87019,F,S,2018,200
87019,F,S,2019,191
87019,F,S,2020,166
87019,F,T,2018,13293
87019,F,T,2019,13277
87019,F,T,2020,13100
87019,M,I,2018,12007
87019,M,I,2019,11996
87019,M,I,2020,11801
87019,M,S,2018,144
87019,M,S,2019,146
87019,M,S,2020,130
87019,M,T,2018,12151
87019,M,T,2019,12142
87019,M,T,2020,11931
87019,T,I,2018,25100
87019,T,I,2019,25082
87019,T,I,2020,24735
87019,T,S,2018,344
87019,T,S,2019,337
87019,T,S,2020,296
87019,T,T,2018,25444
87019,T,T,2019,25419
87019,T,T,2020,25031
87020,F,I,2018,1322
87020,F,I,2019,1298
87020,F,I,2020,1238
87020,F,S,2018,159
87020,F,S,2019,164
87020,F,S,2020,149
87020,F,T,2018,1481
87020,F,T,2019,1462
87020,F,T,2020,1387
87020,M,I,2018,1311
87020,M,I,2019,1301
87020,M,I,2020,1252
87020,M,S,2018,188
87020,M,S,2019,188
87020,M,S,2020,155
87020,M,T,2018,1499
87020,M,T,2019,1489
87020,M,T,2020,1407
87020,T,I,2018,2633
87020,T,I,2019,2599
87020,T,I,2020,2490
87020,T,S,2018,347
87020,T,S,2019,352
87020,T,S,2020,304
87020,T,T,2018,2980
87020,T,T,2019,2951
87020,T,T,2020,2794
87021,F,I,2018,2535
87021,F,I,2019,2514
87021,F,I,2020,2489
87021,F,S,2018,136
87021,F,S,2019,132
87021,F,S,2020,134
87021,F,T,2018,2671
87021,F,T,2019,2646
87021,F,T,2020,2623
87021,M,I,2018,2410
87021,M,I,2019,2384
87021,M,I,2020,2361
87021,M,S,2018,114
87021,M,S,2019,108
87021,M,S,2020,114
87021,M,T,2018,2524
87021,M,T,2019,2492
87021,M,T,2020,2475
87021,T,I,2018,4945
87021,T,I,2019,4898
87021,T,I,2020,4850
87021,T,S,2018,250
87021,T,S,2019,240
87021,T,S,2020,248
87021,T,T,2018,5195
87021,T,T,2019,5138
87021,T,T,2020,5098
87022,F,I,2018,1884
87022,F,I,2019,1857
87022,F,I,2020,1824
87022,F,S,2018,50
87022,F,S,2019,53
87022,F,S,2020,51
87022,F,T,2018,1934
87022,F,T,2019,1910
87022,F,T,2020,1875
87022,M,I,2018,1763
87022,M,I,2019,1730
87022,M,I,2020,1692
87022,M,S,2018,45
87022,M,S,2019,44
87022,M,S,2020,46
87022,M,T,2018,1808
87022,M,T,2019,1774
87022,M,T,2020,1738
87022,T,I,2018,3647
87022,T,I,2019,3587
87022,T,I,2020,3516
87022,T,S,2018,95
87022,T,S,2019,97
87022,T,S,2020,97
87022,T,T,2018,3742
87022,T,T,2019,3684
87022,T,T,2020,3613
87023,F,I,2018,6685
87023,F,I,2019,6689
87023,F,I,2020,6839
87023,F,S,2018,312
87023,F,S,2019,330
87023,F,S,2020,325
87023,F,T,2018,6997
87023,F,T,2019,7019
87023,F,T,2020,7164
87023,M,I,2018,6623
87023,M,I,2019,6621
87023,M,I,2020,6709
87023,M,S,2018,228
87023,M,S,2019,233
87023,M,S,2020,219
87023,M,T,2018,6851
87023,M,T,2019,6854
87023,M,T,2020,6928
87023,T,I,2018,13308
87023,T,I,2019,13310
87023,T,I,2020,13548
87023,T,S,2018,540
87023,T,S,2019,563
87023,T,S,2020,544
87023,T,T,2018,13848
87023,T,T,2019,13873
87023,T,T,2020,14092
87024,F,I,2018,15559
87024,F,I,2019,15542
87024,F,I,2020,15989
87024,F,S,2018,234
87024,F,S,2019,213
87024,F,S,2020,217
87024,F,T,2018,15793
87024,F,T,2019,15755
87024,F,T,2020,16206
87024,M,I,2018,14893
87024,M,I,2019,14835
87024,M,I,2020,15245
87024,M,S,2018,142
87024,M,S,2019,123
87024,M,S,2020,177
87024,M,T,2018,15035
87024,M,T,2019,14958
87024,M,T,2020,15422
87024,T,I,2018,30452
87024,T,I,2019,30377
87024,T,I,2020,31234
87024,T,S,2018,376
87024,T,S,2019,336
87024,T,S,2020,394
87024,T,T,2018,30828
87024,T,T,2019,30713
87024,T,T,2020,31628
87025,F,I,2018,3542
87025,F,I,2019,3484
87025,F,I,2020,3386
87025,F,S,2018,46
87025,F,S,2019,47
87025,F,S,2020,43
87025,F,T,2018,3588
87025,F,T,2019,3531
87025,F,T,2020,3429
87025,M,I,2018,3481
87025,M,I,2019,3430
87025,M,I,2020,3332
87025,M,S,2018,33
87025,M,S,2019,29
87025,M,S,2020,31
87025,M,T,2018,3514
87025,M,T,2019,3459
87025,M,T,2020,3363
87025,T,I,2018,7023
87025,T,I,2019,6914
87025,T,I,2020,6718
87025,T,S,2018,79
87025,T,S,2019,76
87025,T,S,2020,74
87025,T,T,2018,7102
87025,T,T,2019,6990
87025,T,T,2020,6792
87026,F,I,2018,494
87026,F,I,2019,492
87026,F,I,2020,489
87026,F,S,2018,18
87026,F,S,2019,18
87026,F,S,2020,19
87026,F,T,2018,512
87026,F,T,2019,510
87026,F,T,2020,508
87026,M,I,2018,506
87026,M,I,2019,508
87026,M,I,2020,521
87026,M,S,2018,14
87026,M,S,2019,12
87026,M,S,2020,9
87026,M,T,2018,520
87026,M,T,2019,520
87026,M,T,2020,530
87026,T,I,2018,1000
87026,T,I,2019,1000
87026,T,I,2020,1010
87026,T,S,2018,32
87026,T,S,2019,30
87026,T,S,2020,28
87026,T,T,2018,1032
87026,T,T,2019,1030
87026,T,T,2020,1038
87027,F,I,2018,2356
87027,F,I,2019,2313
87027,F,I,2020,2279
87027,F,S,2018,170
87027,F,S,2019,156
87027,F,S,2020,126
87027,F,T,2018,2526
87027,F,T,2019,2469
87027,F,T,2020,2405
87027,M,I,2018,2229
87027,M,I,2019,2173
87027,M,I,2020,2118
87027,M,S,2018,593
87027,M,S,2019,542
87027,M,S,2020,468
87027,M,T,2018,2822
87027,M,T,2019,2715
87027,M,T,2020,2586
87027,T,I,2018,4585
87027,T,I,2019,4486
87027,T,I,2020,4397
87027,T,S,2018,763
87027,T,S,2019,698
87027,T,S,2020,594
87027,T,T,2018,5348
87027,T,T,2019,5184
87027,T,T,2020,4991
87028,F,I,2018,2294
87028,F,I,2019,2258
87028,F,I,2020,2207
87028,F,S,2018,68
87028,F,S,2019,75
87028,F,S,2020,64
87028,F,T,2018,2362
87028,F,T,2019,2333
87028,F,T,2020,2271
87028,M,I,2018,2054
87028,M,I,2019,2002
87028,M,I,2020,1968
87028,M,S,2018,39
87028,M,S,2019,43
87028,M,S,2020,43
87028,M,T,2018,2093
87028,M,T,2019,2045
87028,M,T,2020,2011
87028,T,I,2018,4348
87028,T,I,2019,4260
87028,T,I,2020,4175
87028,T,S,2018,107
87028,T,S,2019,118
87028,T,S,2020,107
87028,T,T,2018,4455
87028,T,T,2019,4378
87028,T,T,2020,4282
87029,F,I,2018,24570
87029,F,I,2019,24565
87029,F,I,2020,24487
87029,F,S,2018,618
87029,F,S,2019,659
87029,F,S,2020,594
87029,F,T,2018,25188
87029,F,T,2019,25224
87029,F,T,2020,25081
87029,M,I,2018,23497
87029,M,I,2019,23446
87029,M,I,2020,23270
87029,M,S,2018,581
87029,M,S,2019,637
87029,M,S,2020,592
87029,M,T,2018,24078
87029,M,T,2019,24083
87029,M,T,2020,23862
87029,T,I,2018,48067
87029,T,I,2019,48011
87029,T,I,2020,47757
87029,T,S,2018,1199
87029,T,S,2019,1296
87029,T,S,2020,1186
87029,T,T,2018,49266
87029,T,T,2019,49307
87029,T,T,2020,48943
87030,F,I,2018,5990
87030,F,I,2019,6018
87030,F,I,2020,5879
87030,F,S,2018,245
87030,F,S,2019,238
87030,F,S,2020,235
87030,F,T,2018,6235
87030,F,T,2019,6256
87030,F,T,2020,6114
87030,M,I,2018,5722
87030,M,I,2019,5725
87030,M,I,2020,5565
87030,M,S,2018,222
87030,M,S,2019,225
87030,M,S,2020,308
87030,M,T,2018,5944
87030,M,T,2019,5950
87030,M,T,2020,5873
87030,T,I,2018,11712
87030,T,I,2019,11743
87030,T,I,2020,11444
87030,T,S,2018,467
87030,T,S,2019,463
87030,T,S,2020,543
87030,T,T,2018,12179
87030,T,T,2019,12206
87030,T,T,2020,11987
87031,F,I,2018,3585
87031,F,I,2019,3606
87031,F,I,2020,3647
87031,F,S,2018,131
87031,F,S,2019,129
87031,F,S,2020,147
87031,F,T,2018,3716
87031,F,T,2019,3735
87031,F,T,2020,3794
87031,M,I,2018,3510
87031,M,I,2019,3563
87031,M,I,2020,3561
87031,M,S,2018,123
87031,M,S,2019,118
87031,M,S,2020,174
87031,M,T,2018,3633
87031,M,T,2019,3681
87031,M,T,2020,3735
87031,T,I,2018,7095
87031,T,I,2019,7169
87031,T,I,2020,7208
87031,T,S,2018,254
87031,T,S,2019,247
87031,T,S,2020,321
87031,T,T,2018,7349
87031,T,T,2019,7416
87031,T,T,2020,7529
87032,F,I,2018,8030
87032,F,I,2019,7978
87032,F,I,2020,7840
87032,F,S,2018,281
87032,F,S,2019,269
87032,F,S,2020,219
87032,F,T,2018,8311
87032,F,T,2019,8247
87032,F,T,2020,8059
87032,M,I,2018,7704
87032,M,I,2019,7669
87032,M,I,2020,7492
87032,M,S,2018,334
87032,M,S,2019,287
87032,M,S,2020,254
87032,M,T,2018,8038
87032,M,T,2019,7956
87032,M,T,2020,7746
87032,T,I,2018,15734
87032,T,I,2019,15647
87032,T,I,2020,15332
87032,T,S,2018,615
87032,T,S,2019,556
87032,T,S,2020,473
87032,T,T,2018,16349
87032,T,T,2019,16203
87032,T,T,2020,15805
87033,F,I,2018,23366
87033,F,I,2019,23133
87033,F,I,2020,22955
87033,F,S,2018,526
87033,F,S,2019,532
87033,F,S,2020,482
87033,F,T,2018,23892
87033,F,T,2019,23665
87033,F,T,2020,23437
87033,M,I,2018,22238
87033,M,I,2019,22019
87033,M,I,2020,21697
87033,M,S,2018,501
87033,M,S,2019,518
87033,M,S,2020,487
87033,M,T,2018,22739
87033,M,T,2019,22537
87033,M,T,2020,22184
87033,T,I,2018,45604
87033,T,I,2019,45152
87033,T,I,2020,44652
87033,T,S,2018,1027
87033,T,S,2019,1050
87033,T,S,2020,969
87033,T,T,2018,46631
87033,T,T,2019,46202
87033,T,T,2020,45621
87034,F,I,2018,7149
87034,F,I,2019,7197
87034,F,I,2020,7264
87034,F,S,2018,126
87034,F,S,2019,130
87034,F,S,2020,130
87034,F,T,2018,7275
87034,F,T,2019,7327
87034,F,T,2020,7394
87034,M,I,2018,7165
87034,M,I,2019,7207
87034,M,I,2020,7231
87034,M,S,2018,61
87034,M,S,2019,61
87034,M,S,2020,89
87034,M,T,2018,7226
87034,M,T,2019,7268
87034,M,T,2020,7320
87034,T,I,2018,14314
87034,T,I,2019,14404
87034,T,I,2020,14495
87034,T,S,2018,187
87034,T,S,2019,191
87034,T,S,2020,219
87034,T,T,2018,14501
87034,T,T,2019,14595
87034,T,T,2020,14714
87035,F,I,2018,1958
87035,F,I,2019,1941
87035,F,I,2020,1918
87035,F,S,2018,74
87035,F,S,2019,85
87035,F,S,2020,68
87035,F,T,2018,2032
87035,F,T,2019,2026
87035,F,T,2020,1986
87035,M,I,2018,1963
87035,M,I,2019,1947
87035,M,I,2020,1901
87035,M,S,2018,60
87035,M,S,2019,62
87035,M,S,2020,40
87035,M,T,2018,2023
87035,M,T,2019,2009
87035,M,T,2020,1941
87035,T,I,2018,3921
87035,T,I,2019,3888
87035,T,I,2020,3819
87035,T,S,2018,134
87035,T,S,2019,147
87035,T,S,2020,108
87035,T,T,2018,4055
87035,T,T,2019,4035
87035,T,T,2020,3927
87036,F,I,2018,1523
87036,F,I,2019,1498
87036,F,I,2020,1467
87036,F,S,2018,21
87036,F,S,2019,23
87036,F,S,2020,15
87036,F,T,2018,1544
87036,F,T,2019,1521
87036,F,T,2020,1482
87036,M,I,2018,1446
87036,M,I,2019,1413
87036,M,I,2020,1361
87036,M,S,2018,33
87036,M,S,2019,24
87036,M,S,2020,32
87036,M,T,2018,1479
87036,M,T,2019,1437
87036,M,T,2020,1393
87036,T,I,2018,2969
87036,T,I,2019,2911
87036,T,I,2020,2828
87036,T,S,2018,54
87036,T,S,2019,47
87036,T,S,2020,47
87036,T,T,2018,3023
87036,T,T,2019,2958
87036,T,T,2020,2875
87037,F,I,2018,4936
87037,F,I,2019,4921
87037,F,I,2020,4941
87037,F,S,2018,266
87037,F,S,2019,260
87037,F,S,2020,236
87037,F,T,2018,5202
87037,F,T,2019,5181
87037,F,T,2020,5177
87037,M,I,2018,4974
87037,M,I,2019,4943
87037,M,I,2020,4916
87037,M,S,2018,335
87037,M,S,2019,323
87037,M,S,2020,284
87037,M,T,2018,5309
87037,M,T,2019,5266
87037,M,T,2020,5200
87037,T,I,2018,9910
87037,T,I,2019,9864
87037,T,I,2020,9857
87037,T,S,2018,601
87037,T,S,2019,583
87037,T,S,2020,520
87037,T,T,2018,10511
87037,T,T,2019,10447
87037,T,T,2020,10377
87038,F,I,2018,5403
87038,F,I,2019,5346
87038,F,I,2020,5224
87038,F,S,2018,195
87038,F,S,2019,193
87038,F,S,2020,155
87038,F,T,2018,5598
87038,F,T,2019,5539
87038,F,T,2020,5379
87038,M,I,2018,4984
87038,M,I,2019,4927
87038,M,I,2020,4830
87038,M,S,2018,117
87038,M,S,2019,113
87038,M,S,2020,115
87038,M,T,2018,5101
87038,M,T,2019,5040
87038,M,T,2020,4945
87038,T,I,2018,10387
87038,T,I,2019,10273
87038,T,I,2020,10054
87038,T,S,2018,312
87038,T,S,2019,306
87038,T,S,2020,270
87038,T,T,2018,10699
87038,T,T,2019,10579
87038,T,T,2020,10324
87039,F,I,2018,6916
87039,F,I,2019,6894
87039,F,I,2020,6871
87039,F,S,2018,333
87039,F,S,2019,335
87039,F,S,2020,290
87039,F,T,2018,7249
87039,F,T,2019,7229
87039,F,T,2020,7161
87039,M,I,2018,6689
87039,M,I,2019,6677
87039,M,I,2020,6616
87039,M,S,2018,240
87039,M,S,2019,231
87039,M,S,2020,192
87039,M,T,2018,6929
87039,M,T,2019,6908
87039,M,T,2020,6808
87039,T,I,2018,13605
87039,T,I,2019,13571
87039,T,I,2020,13487
87039,T,S,2018,573
87039,T,S,2019,566
87039,T,S,2020,482
87039,T,T,2018,14178
87039,T,T,2019,14137
87039,T,T,2020,13969
87040,F,I,2018,1195
87040,F,I,2019,1160
87040,F,I,2020,1131
87040,F,S,2018,111
87040,F,S,2019,121
87040,F,S,2020,102
87040,F,T,2018,1306
87040,F,T,2019,1281
87040,F,T,2020,1233
