CMN,anziani,fam,istr_sup,maschi,minori,occ,pop,stran
47002,3159,7165,834,8956,3055,7995,18112,1926
47003,1630,3814,640,4229,1259,3826,8768,732
47005,1427,3046,376,3578,1110,3302,7372,652
47006,1230,2514,289,3058,878,2808,6279,518
47007,657,1485,207,1573,398,1336,3130,240
47008,1525,3457,560,3653,1144,3235,7707,826
47009,3877,8627,1101,10182,3149,8995,20899,1609
47010,2101,4256,562,5242,1656,4759,10757,751
47011,4286,9311,2158,9555,2838,7943,20452,4368
47012,3731,8459,1545,9375,2850,8205,19250,2424
47013,1822,3858,579,4457,1287,3896,9167,756
47014,18991,40752,9106,43117,13058,38519,89729,8315
47016,1603,3540,462,4285,1388,3806,8792,804
47017,4576,10301,1377,13165,4588,11732,26924,3335
47018,362,779,71,729,171,557,1444,98
47020,2073,4742,788,5701,1830,5249,11664,836
47021,870,2330,446,2714,896,2519,5612,494
47022,811,1749,226,2225,706,1921,4505,520
47023,508,1054,100,985,211,836,1973,106
47024,2248,3981,424,3648,817,3121,7709,532
48001,5982,11182,3201,12056,3726,10921,25323,2050
48002,1909,4554,665,5384,1749,4957,10870,1087
48004,3419,7805,1375,8852,2869,7989,18207,1748
48005,3437,7657,1389,9145,2963,8319,18420,1711
48006,7546,18124,2643,23816,8336,21275,47871,10565
48008,1265,3232,595,3890,1356,3644,7856,630
48010,3521,7080,1082,8494,2698,7341,17437,2492
48011,1934,4328,619,5340,1691,4907,10932,1633
48012,3315,6778,1015,7692,2206,6845,15632,1549
48013,994,2426,291,2751,830,2490,5439,654
48014,9103,20254,4681,23457,7377,21477,48674,7890
48015,3209,6312,2103,6648,2001,5947,13845,1375
48017,75163,183185,67903,172706,51980,162355,368419,59218
48018,1029,2126,233,2236,631,1886,4499,403
48019,4175,9078,1428,11287,3671,9975,22990,4054
48020,900,2014,322,2347,696,2254,4792,273
48021,2653,5810,1090,6582,1958,6065,13426,1505
48022,3149,6453,1613,6982,2041,6329,14497,1470
48024,3605,8270,1332,9698,3164,9034,19814,2337
48025,283,807,158,958,261,860,1833,165
48026,739,1466,193,1498,362,1272,2954,181
48027,717,1547,267,1717,488,1590,3505,322
48028,2478,5896,1064,6950,2464,6548,14269,1129
48030,2352,5628,1114,6555,2045,6154,13242,1010
48031,304,566,58,564,121,488,1111,25
48032,1495,3315,593,3787,1182,3468,7713,515
48033,4445,9094,1728,9977,3117,8705,20477,2106
48035,3157,7131,1246,8189,2538,7568,16534,1152
48036,1551,3529,798,4292,1436,3838,8615,635
48037,1435,3167,463,3538,1008,3288,7165,528
48038,3502,7113,1642,8059,2489,7429,16690,1344
48039,226,543,73,533,132,478,1067,77
48041,11243,22577,4358,24184,7451,22344,50460,5790
48043,10272,21088,5429,23576,7614,21566,49315,5387
48044,3129,7358,1227,9424,3336,8567,19211,2910
48046,1032,2397,784,2534,723,2403,5187,350
48049,1510,3418,567,4029,1237,3652,8056,574
48050,2855,5835,1075,7224,2188,6436,14744,1989
48052,4564,9803,2014,11286,3518,10396,23316,2504
48053,2104,5105,829,5939,1903,5593,12071,1042
48054,2281,5112,1027,5958,1880,5592,11953,1008
49001,658,1420,167,1607,437,1318,3185,374
49002,2855,5671,817,6066,1679,5201,12585,967
49003,908,2353,314,2315,691,1762,4710,415
49004,716,2008,330,1910,558,1523,3857,595
49005,84,248,48,219,33,169,391,32
49006,1839,4139,543,4340,1275,3505,8792,1287
49007,5841,12634,2303,13263,4077,11282,27982,2398
49008,3107,7051,916,8015,2573,6987,16381,860
49009,32313,71405,16153,74694,22561,64179,155370,12329
49010,498,1105,186,989,207,805,2050,147
49011,428,984,138,930,204,749,1894,121
49012,7975,16029,2714,15722,4167,12436,32648,3223
49013,560,1651,254,1946,493,1553,3704,342
49014,2261,5585,1026,5766,1700,4897,11914,950
49017,6865,14947,2565,14499,4025,11938,30138,1987
49018,1640,3189,548,3091,825,2613,6573,519
49019,86,236,35,240,69,170,489,81
49020,706,1395,176,1469,415,1191,2985,368
49021,744,1838,252,1669,394,1250,3348,306
50001,1283,3499,630,4133,1553,3892,8544,517
50002,1055,2378,410,2718,800,2442,5538,316
50003,1242,2830,1012,3066,981,2723,6372,251
50004,1994,5254,1008,6231,2261,5841,12700,905
50005,1122,2579,439,3118,1077,2796,6363,366
50006,232,493,126,528,149,454,1053,66
50008,8155,18379,4709,21748,7464,19464,45005,3447
50009,2274,5149,680,6676,2205,5728,13419,2057
50010,365,905,132,945,264,813,1877,129
50011,536,1008,120,1050,305,709,2121,395
50012,313,634,101,666,152,545,1318,90
50014,699,1522,282,1801,522,1614,3647,238
50015,257,557,124,562,142,472,1168,100
50016,329,587,75,625,158,545,1272,73
50019,398,783,100,841,232,687,1683,148
50020,320,952,177,1045,358,957,2134,148
50021,160,395,56,375,101,290,747,137
50022,1880,4393,623,5490,1863,4977,11060,993
50023,136,283,27,301,72,258,629,43
50024,891,1910,338,2162,674,1993,4519,308
50025,1007,2027,318,2239,706,1972,4649,309
50026,18243,46150,19085,43213,11850,38439,89969,12906
50027,1435,2673,368,2699,708,2052,5473,605
50028,2564,6369,1204,7555,2751,6814,15466,1559
50029,5339,12428,3087,14406,4653,12283,29270,4377
50030,292,748,109,781,228,665,1554,199
50031,6446,13248,4321,15005,4529,13168,30915,1963
50032,5246,11373,2011,13585,4316,12466,27785,2027
50033,2305,5655,790,7330,2668,6109,14549,3313
50034,328,778,138,783,192,725,1607,139
50035,2053,5359,685,6569,2295,6016,13307,1079
50036,862,1888,284,2193,717,1934,4439,217
50037,2395,5017,954,5788,1748,5115,11933,682
50038,1556,3644,869,4137,1330,3837,8541,473
50039,2314,4610,931,4699,1197,4441,9830,601
50040,2399,5220,911,5981,1864,5297,12134,865
50041,981,2186,406,2686,826,2343,5393,341
51001,1273,2423,446,2652,736,2363,5428,421
51002,19509,44031,11337,46925,14133,42804,97373,11830
51003,267,500,71,525,97,446,996,123
51004,2308,5061,938,5881,1745,5047,11846,1584
51005,1950,4090,575,4883,1542,4435,9947,852
51006,935,2239,350,2532,805,2430,5211,381
51007,337,648,90,660,155,590,1361,91
51008,632,1326,167,1494,381,1289,2987,273
51010,601,1227,140,1254,324,1063,2544,191
51011,377,846,158,1043,319,946,2086,184
51012,2321,5216,1022,6448,1982,5820,13012,1483
51013,1679,4052,622,4743,1465,4356,9447,493
51014,210,420,62,430,92,348,880,75
51015,438,891,113,944,232,806,1894,137
51016,1680,3586,571,4366,1307,4036,8808,733
51017,4561,9353,1886,10315,2873,9439,21413,2102
51018,1582,3792,550,4494,1495,4029,9224,1293
51020,1084,2483,423,2910,906,2720,5837,359
51021,729,1472,285,1682,480,1513,3458,201
51022,528,1328,188,1664,560,1632,3433,270
51023,145,309,21,266,39,226,521,40
51024,379,740,129,849,228,773,1718,144
51025,1674,3545,593,4199,1293,3927,8626,732
51026,4556,9937,1903,11909,3827,10613,24161,3901
51027,168,380,69,429,129,379,845,27
51030,638,1340,241,1479,403,1383,3015,304
51031,1219,2601,493,2990,868,2573,5957,621
51033,3558,7365,1517,7881,2434,7085,16637,1961
51034,3305,6769,1494,7490,2191,6703,15444,1689
51035,275,539,74,606,168,526,1227,119
51037,1124,2736,413,3146,979,2886,6297,468
51038,249,501,84,516,109,420,980,83
51039,2221,5072,868,5982,1878,5604,12105,863
51040,1644,4046,635,4817,1583,4714,9812,643
51041,1232,2578,478,2697,670,2386,5469,616
51042,1293,2672,368,3225,952,2885,6502,584
52001,1502,3020,440,2930,743,2599,6121,708
52002,1412,3054,599,3353,1069,3023,6933,767
52003,623,1388,227,1479,476,1351,3058,311
52004,635,1623,310,1844,571,1786,3720,302
52005,493,1220,274,1416,415,1303,2733,458
52006,1442,3868,1280,4353,1421,4292,8960,858
52007,574,1119,152,1045,251,922,2157,189
52008,640,1200,192,1198,303,1027,2516,253
52009,1593,3293,688,3234,856,2966,6813,1020
52010,372,832,145,883,270,751,1801,363
52011,1858,3749,686,3959,1078,3344,8124,1176
52012,3781,9162,1909,10567,3506,9690,21752,2342
52013,480,1117,203,1336,414,1145,2638,547
52015,3029,6040,1270,6443,1864,6007,13484,1314
52016,1680,4465,1569,4982,1701,4745,10011,1062
52017,1508,3702,873,4406,1673,4043,9040,1159
52018,328,672,112,775,228,606,1535,394
52019,409,1057,242,1219,405,1096,2417,286
52020,787,1920,244,1956,530,1909,4016,449
52021,491,935,193,965,247,983,2022,191
52022,5738,12339,2410,13998,4421,12697,28781,3005
52023,298,656,89,745,201,722,1505,228
52024,234,485,41,529,123,486,1071,65
52025,195,429,78,476,105,389,919,176
52026,1065,2361,457,2516,764,2307,5174,528
52027,414,753,124,761,169,654,1546,118
52028,1447,3257,589,3823,1066,3628,7574,644
52030,526,1186,186,1274,381,1178,2636,359
52031,1052,2058,349,2131,678,1871,4528,464
52032,11922,26074,10701,25165,7346,23926,54123,6016
52033,2452,5316,962,5927,1810,5298,12195,1209
52034,1706,4349,1204,4806,1589,4670,9944,1082
52035,1542,3011,476,3449,1064,2959,7078,555
52036,312,569,107,602,145,518,1203,101
52037,1220,2644,429,2789,827,2616,5673,832
53001,867,2089,310,2133,583,1828,4302,800
53002,529,1071,150,1234,288,1012,2378,282
53003,796,1872,277,1888,464,1636,3914,565
53004,990,2228,390,2425,715,2017,4813,941
53005,447,748,86,653,124,485,1350,129
53006,1702,3589,659,3509,736,2918,7134,576
53007,583,1170,159,1230,305,1019,2414,433
53008,655,1373,179,1544,411,1237,3020,513
53009,4980,10121,1976,9721,2652,7982,20648,1431
53010,1608,3879,470,4065,1138,3205,8264,916
53011,15750,37462,8713,39265,12027,33542,81643,7405
53012,343,790,117,714,135,524,1345,132
53013,816,1545,243,1626,394,1468,3373,243
53014,1595,3571,503,3446,924,3042,7105,988
53015,1932,3992,695,3911,1073,3201,8169,1117
53016,2759,5506,882,5855,1599,4229,12064,713
53017,279,556,94,590,175,413,1148,337
53018,3266,6919,1223,6886,1802,5772,14450,988
53019,886,1765,258,1738,432,1538,3641,192
53020,236,499,50,473,103,379,947,96
53021,2017,4027,466,4289,1148,3386,8756,1096
53022,636,1323,185,1217,277,1004,2490,324
53023,955,2064,286,2184,543,1690,4268,788
53024,711,1819,300,1940,550,1685,3829,318
53025,237,505,76,504,131,343,1006,213
53026,828,1536,191,1530,311,1247,3118,225
53027,261,578,68,671,179,490,1269,325
53028,302,557,64,475,104,382,988,91
54001,5409,11876,2957,13487,4287,11743,28004,2806
54002,3618,8899,1820,10349,3663,9303,21379,2198
54003,745,1628,347,2084,698,1836,4297,433
54004,984,2007,427,2417,668,2118,4833,371
54005,512,1067,204,1153,346,1001,2361,154
54006,782,1816,295,2082,679,1839,4256,432
54007,519,1310,183,1488,387,1412,2977,173
54008,553,1287,225,1512,469,1310,3072,258
54009,3081,6422,1226,7386,2305,6013,15160,1805
54010,230,473,54,493,135,400,1014,79
54011,599,1359,222,1722,546,1586,3419,274
54012,1539,3431,627,3627,1110,3101,7571,773
54013,7503,16518,3774,18554,5795,17051,38657,3866
54014,633,1426,270,1635,558,1422,3400,381
54015,3435,8862,2716,10315,3856,9533,21391,1997
54016,289,535,56,546,118,424,1119,72
54017,1734,3940,826,4641,1557,4028,9478,917
54018,11070,24259,6330,26507,8622,22679,55831,6668
54019,537,1142,187,1300,434,973,2650,403
54020,377,710,174,875,254,777,1823,257
54021,629,1477,244,1927,619,1602,3756,869
54022,1237,2342,404,2955,743,2405,5759,775
54023,3134,6342,1185,6824,2039,5684,14408,1315
54024,6305,13053,2974,15038,4395,13193,30923,1900
54025,132,264,50,290,75,224,590,128
54026,2766,6196,1253,7136,2366,6311,14612,1345
54027,3332,7235,1685,8887,2918,7560,18201,2326
54028,723,1555,319,1833,538,1456,3642,431
54029,346,686,131,728,186,578,1455,144
54030,1202,2319,376,2702,745,2289,5461,472
54031,105,288,15,294,66,245,574,34
54032,220,463,78,556,153,506,1120,86
54033,331,641,119,761,238,687,1603,150
54034,1283,2491,384,2766,777,2134,5601,590
54035,886,2072,312,2327,683,1922,4617,435
54036,192,441,93,463,125,396,950,108
54037,1165,2343,423,2618,798,2176,5421,669
54038,1148,2396,517,2731,862,2208,5651,575
54039,31004,73895,27279,78834,25208,70195,164721,21868
54040,719,1455,261,1651,483,1432,3419,329
54041,466,947,132,966,236,825,1995,144
54042,46,64,4,52,3,30,94,5
54043,166,370,49,352,75,287,700,79
54044,2179,4627,829,5355,1661,4897,10975,831
54045,114,256,42,281,64,214,526,32
54046,348,630,50,658,180,481,1315,82
54047,90,233,32,230,67,190,463,64
54048,266,533,70,502,108,406,1003,72
54049,524,1032,175,1120,310,918,2319,115
54050,1812,3576,778,4024,1237,3534,8371,431
54051,8254,16323,3540,17888,5116,14872,36914,3707
54052,3589,6807,1661,7662,2140,6454,15877,1601
54053,1160,2696,684,3269,1102,2920,6644,483
54054,1663,3322,624,3962,1295,3382,8130,832
54055,816,1699,332,1812,503,1489,3738,465
54056,3051,6576,1432,7994,2719,7060,16367,2447
54057,707,1360,194,1586,471,1371,3253,299
54058,77,183,25,166,47,138,350,37
54059,324,580,87,631,178,491,1296,114
55001,982,1998,371,2139,684,1731,4456,504
55002,359,763,113,832,221,724,1686,78
55003,283,596,57,665,185,523,1403,65
55004,2448,5197,1025,5726,1642,4468,11682,945
55005,578,1222,193,1235,339,1038,2558,235
55006,356,897,161,958,275,748,1950,339
55007,626,1218,205,1292,378,1014,2657,206
55008,422,791,155,828,177,680,1693,128
55009,546,932,163,959,236,777,2037,101
55010,682,1266,200,1342,334,1100,2758,154
55011,584,1193,155,1292,343,1124,2648,312
55012,421,841,95,901,281,681,1820,126
55013,374,726,124,786,192,614,1583,151
55014,406,891,129,903,254,653,1857,104
55015,395,790,147,857,233,708,1749,84
55016,342,629,98,725,175,534,1429,84
55017,964,1996,339,2358,752,1947,4821,325
55018,395,740,121,799,151,573,1592,157
55019,244,583,107,631,195,492,1256,119
55020,312,520,84,550,135,401,1118,186
55021,344,660,103,640,168,542,1376,116
55022,4192,8517,1454,8893,2406,7082,18405,1344
55023,4486,9197,2384,9471,2704,8288,19931,1961
55024,407,827,125,859,238,644,1735,134
55025,149,251,38,246,41,168,498,52
55026,224,505,81,516,133,380,1051,97
55027,77,122,9,114,19,76,219,13
55028,375,825,208,909,286,771,1913,87
55029,987,2096,538,2329,703,2015,4836,172
55030,466,932,206,1110,217,926,2157,220
55031,911,2131,363,2373,699,1899,4685,371
55032,23052,51337,13050,51246,15088,42836,107982,12703
55033,502,1026,173,1220,356,951,2405,158
56001,1193,2414,453,2601,647,2195,5346,516
56002,193,370,45,430,101,312,830,113
56003,756,1590,305,1656,398,1354,3501,370
56004,209,525,85,500,111,396,1004,81
56005,888,2054,303,2273,616,1634,4578,462
56006,244,596,84,623,167,452,1251,138
56007,594,1423,203,1492,408,1077,3035,241
56008,942,1885,329,1801,422,1421,3757,305
56009,333,786,121,849,247,631,1684,127
56010,138,424,63,438,126,313,894,74
56011,550,1249,225,1455,396,1208,2945,248
56012,1048,2294,285,2569,710,1991,5122,690
56013,408,892,155,816,179,682,1647,99
56014,1025,2809,474,3101,976,2477,6357,683
56015,975,2384,347,2595,771,2204,5265,645
56016,322,842,131,925,277,808,1932,190
56017,356,1037,150,1222,385,975,2477,261
56018,451,1029,119,1120,356,879,2280,307
56019,252,565,86,636,191,514,1304,108
56020,294,542,56,552,111,424,1076,75
56021,2700,6533,1128,7489,2245,5906,15455,1921
56022,355,702,116,745,197,538,1500,112
56023,566,1431,205,1806,580,1377,3574,414
56024,1203,3377,464,4023,1289,3094,8094,718
56025,348,958,132,973,265,773,1984,209
56026,371,681,99,668,136,506,1385,59
56027,509,1227,149,1288,352,1005,2649,224
56028,321,621,79,634,139,438,1276,110
56029,481,1003,125,1066,273,766,2151,112
56030,566,1166,198,1226,245,1029,2450,209
56031,459,1016,111,1053,273,847,2205,112
56032,213,402,49,413,53,302,775,55
56033,191,382,64,427,114,331,890,75
56034,732,1565,234,1561,412,1299,3283,187
56035,1649,4199,550,4384,1303,3440,8770,1149
56036,2611,5650,1218,6307,1786,5345,13005,1005
56037,343,911,86,952,308,733,1914,128
56038,625,1975,381,2343,850,1792,4729,811
56039,1393,3833,727,4522,1455,3475,9185,860
56040,245,469,40,464,107,331,944,62
56041,605,1560,297,1847,537,1417,3708,252
56042,1549,4104,927,4482,1455,3622,9081,1748
56043,433,908,147,989,189,828,1922,107
56044,130,266,38,270,45,232,522,34
56045,1538,3986,705,4132,1187,3282,8343,860
56046,243,570,95,617,149,457,1213,155
56047,451,969,139,981,227,761,1995,214
56048,1542,3540,568,3910,1110,3030,7992,422
56049,1180,2910,616,3241,937,2413,6539,591
56050,3090,7398,1420,7886,2314,6378,16153,1052
56051,84,156,24,151,28,119,296,19
56052,1482,3739,656,3948,1165,3186,8168,826
56053,562,1351,212,1350,302,1141,2722,181
56054,496,1103,193,1204,333,1003,2445,152
56055,648,1616,263,1950,603,1486,3953,363
56056,444,1008,141,1073,299,808,2157,117
56057,2398,6233,1001,6588,1979,5155,13446,1327
