CMN,dominio,anno,valore
76022,F,2019,877
76022,PF,2018,2017
76022,PF,2019,1985
76023,F,2018,349
76023,F,2019,341
76023,PF,2018,762
76023,PF,2019,740
76024,F,2018,367
76024,F,2019,363
76024,PF,2018,773
76024,PF,2019,758
76025,F,2018,557
76025,F,2019,547
76025,PF,2018,1307
76025,PF,2019,1272
76026,F,2018,553
76026,F,2019,545
76026,PF,2018,998
76026,PF,2019,967
76027,F,2018,327
76027,F,2019,325
76027,PF,2018,606
76027,PF,2019,588
76028,F,2018,839
76028,F,2019,843
76028,PF,2018,1843
76028,PF,2019,1823
76029,F,2018,1226
76029,F,2019,1228
76029,PF,2018,2453
76029,PF,2019,2411
76030,F,2018,604
76030,F,2019,594
76030,PF,2018,1372
76030,PF,2019,1326
76031,F,2018,285
76031,F,2019,289
76031,PF,2018,598
76031,PF,2019,581
76032,F,2018,1218
76032,F,2019,1224
76032,PF,2018,2851
76032,PF,2019,2833
76033,F,2018,901
76033,F,2019,906
76033,PF,2018,1953
76033,PF,2019,1931
76034,F,2018,1794
76034,F,2019,1788
76034,PF,2018,4147
76034,PF,2019,4117
76035,F,2018,373
76035,F,2019,372
76035,PF,2018,833
76035,PF,2019,809
76036,F,2018,2318
76036,F,2019,2325
76036,PF,2018,5582
76036,PF,2019,5510
76037,F,2018,767
76037,F,2019,771
76037,PF,2018,1647
76037,PF,2019,1636
76038,F,2018,265
76038,F,2019,274
76038,PF,2018,538
76038,PF,2019,532
76039,F,2018,2149
76039,F,2019,2154
76039,PF,2018,5189
76039,PF,2019,5137
76040,F,2018,1922
76040,F,2019,1917
76040,PF,2018,4318
76040,PF,2019,4263
76041,F,2018,806
76041,F,2019,795
76041,PF,2018,1712
76041,PF,2019,1676
76042,F,2018,4867
76042,F,2019,4873
76042,PF,2018,12454
76042,PF,2019,12272
76043,F,2018,5364
76043,F,2019,5371
76043,PF,2018,13253
76043,PF,2019,13163
76044,F,2018,2199
76044,F,2019,2187
76044,PF,2018,4993
76044,PF,2019,4925
76045,F,2018,1817
76045,F,2019,1817
76045,PF,2018,4017
76045,PF,2019,4001
76046,F,2018,2204
76046,F,2019,2220
76046,PF,2018,5541
76046,PF,2019,5567
76047,F,2018,785
76047,F,2019,764
76047,PF,2018,1619
76047,PF,2019,1566
76048,F,2018,6922
76048,F,2019,6910
76048,PF,2018,17338
76048,PF,2019,17211
76049,F,2018,321
76049,F,2019,316
76049,PF,2018,558
76049,PF,2019,538
76050,F,2018,1656
76050,F,2019,1639
76050,PF,2018,3823
76050,PF,2019,3754
76051,F,2018,708
76051,F,2019,699
76051,PF,2018,1516
76051,PF,2019,1498
76052,F,2018,513
76052,F,2019,506
76052,PF,2018,1185
76052,PF,2019,1157
76053,F,2018,2202
76053,F,2019,2183
76053,PF,2018,5275
76053,PF,2019,5103
76054,F,2018,579
76054,F,2019,587
76054,PF,2018,1442
76054,PF,2019,1414
76055,F,2018,422
76055,F,2019,416
76055,PF,2018,812
76055,PF,2019,785
76056,F,2018,1493
76056,F,2019,1459
76056,PF,2018,3692
76056,PF,2019,3617
76057,F,2018,2051
76057,F,2019,2026
76057,PF,2018,4748
76057,PF,2019,4657
76058,F,2018,790
76058,F,2019,781
76058,PF,2018,1802
76058,PF,2019,1772
76059,F,2018,2306
76059,F,2019,2309
76059,PF,2018,5781
76059,PF,2019,5689
76060,F,2018,1722
76060,F,2019,1729
76060,PF,2018,3948
76060,PF,2019,3921
76061,F,2018,500
76061,F,2019,502
76061,PF,2018,959
76061,PF,2019,947
76062,F,2018,2589
76062,F,2019,2590
76062,PF,2018,6834
76062,PF,2019,6792
76063,F,2018,27191
76063,F,2019,27434
76063,PF,2018,65771
76063,PF,2019,65477
76064,F,2018,1794
76064,F,2019,1786
76064,PF,2018,4278
76064,PF,2019,4246
76065,F,2018,443
76065,F,2019,433
76065,PF,2018,919
76065,PF,2019,911
76066,F,2018,5400
76066,F,2019,5390
76066,PF,2018,12763
76066,PF,2019,12649
76067,F,2018,759
76067,F,2019,753
76067,PF,2018,1674
76067,PF,2019,1653
76068,F,2018,1186
76068,F,2019,1194
76068,PF,2018,2687
76068,PF,2019,2662
76069,F,2018,666
76069,F,2019,669
76069,PF,2018,1442
76069,PF,2019,1415
76070,F,2018,1457
76070,F,2019,1502
76070,PF,2018,3403
76070,PF,2019,3393
76071,F,2018,1405
76071,F,2019,1400
76071,PF,2018,3500
76071,PF,2019,3450
76072,F,2018,495
76072,F,2019,495
76072,PF,2018,1036
76072,PF,2019,1021
76073,F,2018,594
76073,F,2019,587
76073,PF,2018,1295
76073,PF,2019,1265
76074,F,2018,525
76074,F,2019,509
76074,PF,2018,997
76074,PF,2019,947
76075,F,2018,393
76075,F,2019,386
76075,PF,2018,663
76075,PF,2019,646
76076,F,2018,1411
76076,F,2019,1400
76076,PF,2018,2794
76076,PF,2019,2740
76077,F,2018,356
76077,F,2019,355
76077,PF,2018,727
76077,PF,2019,705
76078,F,2018,705
76078,F,2019,694
76078,PF,2018,1504
76078,PF,2019,1447
76079,F,2018,596
76079,F,2019,598
76079,PF,2018,1371
76079,PF,2019,1370
76080,F,2018,2637
76080,F,2019,2653
76080,PF,2018,6289
76080,PF,2019,6228
76081,F,2018,597
76081,F,2019,599
76081,PF,2018,1402
76081,PF,2019,1411
76082,F,2018,376
76082,F,2019,377
76082,PF,2018,807
76082,PF,2019,790
76083,F,2018,946
76083,F,2019,939
76083,PF,2018,2282
76083,PF,2019,2259
76084,F,2018,470
76084,F,2019,467
76084,PF,2018,1066
76084,PF,2019,1047
76085,F,2018,2796
76085,F,2019,2810
76085,PF,2018,6839
76085,PF,2019,6791
76086,F,2018,608
76086,F,2019,610
76086,PF,2018,1405
76086,PF,2019,1402
76087,F,2018,256
76087,F,2019,255
76087,PF,2018,565
76087,PF,2019,559
76088,F,2018,583
76088,F,2019,569
76088,PF,2018,1118
76088,PF,2019,1102
76089,F,2018,2812
76089,F,2019,2827
76089,PF,2018,7285
76089,PF,2019,7249
76090,F,2018,1316
76090,F,2019,1320
76090,PF,2018,3148
76090,PF,2019,3111
76091,F,2018,1219
76091,F,2019,1217
76091,PF,2018,3011
76091,PF,2019,2981
76092,F,2018,1091
76092,F,2019,1089
76092,PF,2018,2191
76092,PF,2019,2164
76093,F,2018,308
76093,F,2019,306
76093,PF,2018,629
76093,PF,2019,608
76094,F,2018,888
76094,F,2019,879
76094,PF,2018,1974
76094,PF,2019,1946
76095,F,2018,4653
76095,F,2019,4669
76095,PF,2018,11453
76095,PF,2019,11322
76096,F,2018,1117
76096,F,2019,1127
76096,PF,2018,2753
76096,PF,2019,2734
76097,F,2018,1362
76097,F,2019,1362
76097,PF,2018,2889
76097,PF,2019,2842
76098,F,2018,1347
76098,F,2019,1352
76098,PF,2018,3347
76098,PF,2019,3349
76099,F,2018,321
76099,F,2019,325
76099,PF,2018,730
76099,PF,2019,715
76100,F,2018,1461
76100,F,2019,1441
76100,PF,2018,3241
76100,PF,2019,3194
77001,F,2018,852
77001,F,2019,840
77001,PF,2018,1761
77001,PF,2019,1720
77002,F,2018,461
77002,F,2019,449
77002,PF,2018,946
77002,PF,2019,904
77003,F,2018,5135
77003,F,2019,5126
77003,PF,2018,12011
77003,PF,2019,11933
77004,F,2018,340
77004,F,2019,328
77004,PF,2018,713
77004,PF,2019,686
77005,F,2018,183
77005,F,2019,180
77005,PF,2018,319
77005,PF,2019,308
77006,F,2018,565
77006,F,2019,548
77006,PF,2018,1170
77006,PF,2019,1126
77007,F,2018,347
77007,F,2019,349
77007,PF,2018,666
77007,PF,2019,668
77008,F,2018,3471
77008,F,2019,3470
77008,PF,2018,8402
77008,PF,2019,8265
77009,F,2018,421
77009,F,2019,425
77009,PF,2018,1021
77009,PF,2019,1019
77010,F,2018,426
77010,F,2019,419
77010,PF,2018,919
77010,PF,2019,894
77011,F,2018,2131
77011,F,2019,2113
77011,PF,2018,4950
77011,PF,2019,4896
77012,F,2018,928
77012,F,2019,922
77012,PF,2018,2182
77012,PF,2019,2151
77013,F,2018,2050
77013,F,2019,2047
77013,PF,2018,4680
77013,PF,2019,4571
77014,F,2018,23924
77014,F,2019,24178
77014,PF,2018,59966
77014,PF,2019,60001
77015,F,2018,1019
77015,F,2019,1027
77015,PF,2018,2434
77015,PF,2019,2402
77016,F,2018,2937
77016,F,2019,2937
77016,PF,2018,6999
77016,PF,2019,6902
77017,F,2018,3862
77017,F,2019,3867
77017,PF,2018,9649
77017,PF,2019,9594
77018,F,2018,2820
77018,F,2019,2840
77018,PF,2018,6699
77018,PF,2019,6709
77019,F,2018,220
77019,F,2019,213
77019,PF,2018,402
77019,PF,2019,384
77020,F,2018,7495
77020,F,2019,7553
77020,PF,2018,16952
77020,PF,2019,16842
77021,F,2018,7301
77021,F,2019,7477
77021,PF,2018,17713
77021,PF,2019,17776
77022,F,2018,1814
77022,F,2019,1834
77022,PF,2018,4037
77022,PF,2019,4003
77023,F,2018,1171
77023,F,2019,1167
77023,PF,2018,2547
77023,PF,2019,2527
77024,F,2018,1097
77024,F,2019,1092
77024,PF,2018,2656
77024,PF,2019,2604
77025,F,2018,593
77025,F,2019,595
77025,PF,2018,1123
77025,PF,2019,1109
77026,F,2018,742
77026,F,2019,728
77026,PF,2018,1405
77026,PF,2019,1373
77027,F,2018,1925
77027,F,2019,1899
77027,PF,2018,3956
77027,PF,2019,3871
77028,F,2018,2136
77028,F,2019,2131
77028,PF,2018,4992
77028,PF,2019,4898
77029,F,2018,2166
77029,F,2019,2164
77029,PF,2018,4888
77029,PF,2019,4858
77030,F,2018,670
77030,F,2019,664
77030,PF,2018,1442
77030,PF,2019,1416
77031,F,2018,3014
77031,F,2019,3026
77031,PF,2018,7514
77031,PF,2019,7470
78001,F,2018,470
78001,F,2019,457
78001,PF,2018,1080
78001,PF,2019,1038
78002,F,2018,860
78002,F,2019,854
78002,PF,2018,1785
78002,PF,2019,1765
78003,F,2018,8530
78003,F,2019,8529
78003,PF,2018,20192
78003,PF,2019,19903
78004,F,2018,766
78004,F,2019,750
78004,PF,2018,1600
78004,PF,2019,1574
78005,F,2018,309
78005,F,2019,305
78005,PF,2018,764
78005,PF,2019,745
78006,F,2018,598
78006,F,2019,599
78006,PF,2018,1265
78006,PF,2019,1243
78007,F,2018,250
78007,F,2019,232
78007,PF,2018,411
78007,PF,2019,384
78008,F,2018,320
78008,F,2019,321
78008,PF,2018,691
78008,PF,2019,678
78009,F,2018,1709
78009,F,2019,1714
78009,PF,2018,4244
78009,PF,2019,4204
78010,F,2018,5725
78010,F,2019,5780
78010,PF,2018,13771
78010,PF,2019,13779
78011,F,2018,1263
78011,F,2019,1267
78011,PF,2018,2797
78011,PF,2019,2766
78012,F,2018,1123
78012,F,2019,1105
78012,PF,2018,2670
78012,PF,2019,2583
78013,F,2018,881
78013,F,2019,876
78013,PF,2018,1862
78013,PF,2019,1843
78014,F,2018,357
78014,F,2019,358
78014,PF,2018,911
78014,PF,2019,903
78015,F,2018,3810
78015,F,2019,3855
78015,PF,2018,9147
78015,PF,2019,9172
78016,F,2018,523
78016,F,2019,526
78016,PF,2018,1248
78016,PF,2019,1237
78017,F,2018,4138
78017,F,2019,4197
78017,PF,2018,9964
78017,PF,2019,9962
78018,F,2018,617
78018,F,2019,613
78018,PF,2018,1210
78018,PF,2019,1186
78019,F,2018,1307
78019,F,2019,1316
78019,PF,2018,2676
78019,PF,2019,2662
78020,F,2018,902
78020,F,2019,896
78020,PF,2018,2189
78020,PF,2019,2155
78021,F,2018,636
78021,F,2019,642
78021,PF,2018,1323
78021,PF,2019,1303
78022,F,2018,479
78022,F,2019,475
78022,PF,2018,1183
78022,PF,2019,1170
78023,F,2018,828
78023,F,2019,817
78023,PF,2018,1628
78023,PF,2019,1584
78024,F,2018,314
78024,F,2019,310
78024,PF,2018,694
78024,PF,2019,678
78025,F,2018,3301
78025,F,2019,3356
78025,PF,2018,7870
78025,PF,2019,7801
78026,F,2018,1370
78026,F,2019,1352
78026,PF,2018,3244
78026,PF,2019,3186
78027,F,2018,133
78027,F,2019,130
78027,PF,2018,232
78027,PF,2019,224
78029,F,2018,6935
78029,F,2019,7011
78029,PF,2018,17266
78029,PF,2019,17027
78030,F,2018,1172
78030,F,2019,1169
78030,PF,2018,2701
78030,PF,2019,2658
78031,F,2018,3896
78031,F,2019,3923
78031,PF,2018,9621
78031,PF,2019,9519
78032,F,2018,171
78032,F,2019,166
78032,PF,2018,266
78032,PF,2019,252
78033,F,2018,9108
78033,F,2019,9213
78033,PF,2018,21768
78033,PF,2019,21578
78034,F,2018,1305
78034,F,2019,1308
78034,PF,2018,2764
78034,PF,2019,2759
78035,F,2018,237
78035,F,2019,236
78035,PF,2018,497
78035,PF,2019,483
78036,F,2018,1161
78036,F,2019,1165
78036,PF,2018,2336
78036,PF,2019,2325
78037,F,2018,1276
78037,F,2019,1279
78037,PF,2018,3009
78037,PF,2019,2984
78038,F,2018,349
78038,F,2019,343
78038,PF,2018,808
78038,PF,2019,805
78039,F,2018,666
78039,F,2019,649
78039,PF,2018,1300
78039,PF,2019,1295
78040,F,2018,4222
78040,F,2019,4250
78040,PF,2018,9706
78040,PF,2019,9667
78041,F,2018,418
78041,F,2019,423
78041,PF,2018,887
78041,PF,2019,872
78042,F,2018,518
78042,F,2019,521
78042,PF,2018,1223
78042,PF,2019,1218
78043,F,2018,519
78043,F,2019,514
78043,PF,2018,1215
78043,PF,2019,1175
78045,F,2018,29489
78045,F,2019,29654
78045,PF,2018,65782
78045,PF,2019,65321
78046,F,2018,464
78046,F,2019,462
78046,PF,2018,1041
78046,PF,2019,1019
78047,F,2018,4080
78047,F,2019,4160
78047,PF,2018,9708
78047,PF,2019,9698
78048,F,2018,2297
78048,F,2019,2324
78048,PF,2018,5158
78048,PF,2019,5124
78049,F,2018,1692
78049,F,2019,1713
78049,PF,2018,4280
78049,PF,2019,4235
78050,F,2018,441
78050,F,2019,444
78050,PF,2018,919
78050,PF,2019,914
78051,F,2018,1597
78051,F,2019,1613
78051,PF,2018,3695
78051,PF,2019,3635
78052,F,2018,711
78052,F,2019,776
78052,PF,2018,1386
78052,PF,2019,1336
78053,F,2018,471
78053,F,2019,476
78053,PF,2018,1153
78053,PF,2019,1151
78054,F,2018,825
78054,F,2019,824
78054,PF,2018,1982
78054,PF,2019,1954
78055,F,2018,1322
78055,F,2019,1337
78055,PF,2018,2883
78055,PF,2019,2849
78056,F,2018,1236
78056,F,2019,1244
78056,PF,2018,2843
78056,PF,2019,2842
78057,F,2018,883
78057,F,2019,869
78057,PF,2018,2015
78057,PF,2019,1959
78058,F,2018,3385
78058,F,2019,3432
78058,PF,2018,7998
78058,PF,2019,8041
78059,F,2018,729
78059,F,2019,731
78059,PF,2018,1620
78059,PF,2019,1606
78060,F,2018,1013
78060,F,2019,1025
78060,PF,2018,2224
78060,PF,2019,2206
78061,F,2018,915
78061,F,2019,858
78061,PF,2018,1831
78061,PF,2019,1719
78062,F,2018,1135
78062,F,2019,1129
78062,PF,2018,2432
78062,PF,2019,2388
78063,F,2018,775
78063,F,2019,771
78063,PF,2018,1833
78063,PF,2019,1800
78064,F,2018,345
78064,F,2019,341
78064,PF,2018,796
78064,PF,2019,779
78065,F,2018,390
78065,F,2019,392
78065,PF,2018,913
78065,PF,2019,902
78066,F,2018,1558
78066,F,2019,1577
78066,PF,2018,3871
78066,PF,2019,3886
78067,F,2018,983
78067,F,2019,1009
78067,PF,2018,2205
78067,PF,2019,2248
78068,F,2018,1406
78068,F,2019,1396
78068,PF,2018,2934
78068,PF,2019,2868
78069,F,2018,1025
78069,F,2019,1013
78069,PF,2018,2375
78069,PF,2019,2322
78070,F,2018,3646
78070,F,2019,3652
78070,PF,2018,9076
78070,PF,2019,8999
78071,F,2018,562
78071,F,2019,558
78071,PF,2018,1211
78071,PF,2019,1198
78072,F,2018,349
78072,F,2019,347
78072,PF,2018,753
78072,PF,2019,739
78073,F,2018,738
78073,F,2019,738
78073,PF,2018,1735
78073,PF,2019,1725
78074,F,2018,1378
78074,F,2019,1395
78074,PF,2018,2692
78074,PF,2019,2664
78075,F,2018,764
78075,F,2019,785
78075,PF,2018,1841
78075,PF,2019,1875
78076,F,2018,1304
78076,F,2019,1294
78076,PF,2018,3400
78076,PF,2019,3374
78077,F,2018,1195
78077,F,2019,1200
78077,PF,2018,3124
78077,PF,2019,3104
78078,F,2018,398
78078,F,2019,399
78078,PF,2018,976
78078,PF,2019,959
78079,F,2018,3708
78079,F,2019,3741
78079,PF,2018,9330
78079,PF,2019,9329
78080,F,2018,630
78080,F,2019,628
78080,PF,2018,1547
78080,PF,2019,1530
78081,F,2018,8517
78081,F,2019,8561
78081,PF,2018,20262
78081,PF,2019,20202
78082,F,2018,885
78082,F,2019,877
78082,PF,2018,1765
78082,PF,2019,1707
78083,F,2018,1884
78083,F,2019,1834
78083,PF,2018,4343
78083,PF,2019,4206
78084,F,2018,1271
78084,F,2019,1249
78084,PF,2018,2896
78084,PF,2019,2813
78085,F,2018,524
78085,F,2019,511
78085,PF,2018,1175
78085,PF,2019,1142
78086,F,2018,197
78086,F,2019,198
78086,PF,2018,356
78086,PF,2019,350
78087,F,2018,1055
78087,F,2019,1043
78087,PF,2018,2019
78087,PF,2019,1972
78088,F,2018,533
78088,F,2019,530
78088,PF,2018,1228
78088,PF,2019,1201
78089,F,2018,504
78089,F,2019,498
78089,PF,2018,1035
78089,PF,2019,1023
78090,F,2018,153
78090,F,2019,152
78090,PF,2018,318
78090,PF,2019,307
78091,F,2018,6363
78091,F,2019,6392
78091,PF,2018,15449
78091,PF,2019,15256
78092,F,2018,313
78092,F,2019,313
78092,PF,2018,666
78092,PF,2019,661
78093,F,2018,847
78093,F,2019,853
78093,PF,2018,2126
78093,PF,2019,2116
78094,F,2018,561
78094,F,2019,568
78094,PF,2018,1329
78094,PF,2019,1323
78096,F,2018,352
78096,F,2019,359
78096,PF,2018,806
78096,PF,2019,801
78097,F,2018,565
78097,F,2019,568
78097,PF,2018,1414
78097,PF,2019,1410
78098,F,2018,483
78098,F,2019,478
78098,PF,2018,1235
78098,PF,2019,1205
78099,F,2018,490
78099,F,2019,486
78099,PF,2018,1063
78099,PF,2019,1051
78100,F,2018,355
78100,F,2019,349
78100,PF,2018,718
78100,PF,2019,687
78101,F,2018,3092
78101,F,2019,3100
78101,PF,2018,6590
78101,PF,2019,6539
78102,F,2018,16384
78102,F,2019,16802
78102,PF,2018,35196
78102,PF,2019,35634
78103,F,2018,1450
78103,F,2019,1449
78103,PF,2018,3299
78103,PF,2019,3262
78104,F,2018,2839
78104,F,2019,2847
78104,PF,2018,6968
78104,PF,2019,6906
78105,F,2018,2250
78105,F,2019,2262
78105,PF,2018,5551
78105,PF,2019,5462
78106,F,2018,1786
78106,F,2019,1803
78106,PF,2018,4316
78106,PF,2019,4301
78107,F,2018,888
78107,F,2019,914
78107,PF,2018,1873
78107,PF,2019,1874
78109,F,2018,506
78109,F,2019,504
78109,PF,2018,1075
78109,PF,2019,1045
78110,F,2018,1311
78110,F,2019,1294
78110,PF,2018,3140
78110,PF,2019,3107
78111,F,2018,437
78111,F,2019,441
78111,PF,2018,1004
78111,PF,2019,1009
78112,F,2018,596
78112,F,2019,585
78112,PF,2018,1483
78112,PF,2019,1450
78113,F,2018,269
78113,F,2019,268
78113,PF,2018,583
78113,PF,2019,579
78114,F,2018,1604
78114,F,2019,1582
78114,PF,2018,3357
78114,PF,2019,3283
78115,F,2018,630
78115,F,2019,636
78115,PF,2018,1254
78115,PF,2019,1238
78116,F,2018,1099
78116,F,2019,1089
78116,PF,2018,2579
78116,PF,2019,2548
78117,F,2018,629
78117,F,2019,628
78117,PF,2018,1253
78117,PF,2019,1239
78118,F,2018,602
78118,F,2019,599
78118,PF,2018,1394
78118,PF,2019,1368
78119,F,2018,7096
78119,F,2019,7103
78119,PF,2018,16729
78119,PF,2019,16558
78120,F,2018,322
78120,F,2019,312
78120,PF,2018,585
78120,PF,2019,569
78121,F,2018,1282
78121,F,2019,1279
78121,PF,2018,3254
78121,PF,2019,3153
78122,F,2018,2587
78122,F,2019,2677
78122,PF,2018,5804
78122,PF,2019,5854
78123,F,2018,3057
78123,F,2019,3140
78123,PF,2018,7199
78123,PF,2019,7205
78124,F,2018,421
78124,F,2019,415
78124,PF,2018,983
78124,PF,2019,968
78125,F,2018,905
78125,F,2019,917
78125,PF,2018,1881
78125,PF,2019,1882
78126,F,2018,238
78126,F,2019,246
78126,PF,2018,483
78126,PF,2019,491
78127,F,2018,1502
78127,F,2019,1513
78127,PF,2018,3560
78127,PF,2019,3531
78128,F,2018,959
78128,F,2019,949
78128,PF,2018,2130
78128,PF,2019,2084
78129,F,2018,506
78129,F,2019,512
78129,PF,2018,1166
78129,PF,2019,1161
78130,F,2018,519
78130,F,2019,536
78130,PF,2018,1175
78130,PF,2019,1178
78131,F,2018,734
78131,F,2019,736
78131,PF,2018,1804
78131,PF,2019,1782
78132,F,2018,2031
78132,F,2019,2087
78132,PF,2018,4903
78132,PF,2019,4934
78133,F,2018,1092
78133,F,2019,1073
78133,PF,2018,2427
78133,PF,2019,2374
78134,F,2018,638
78134,F,2019,636
78134,PF,2018,1695
78134,PF,2019,1681
78135,F,2018,929
78135,F,2019,933
78135,PF,2018,2094
78135,PF,2019,2081
78136,F,2018,1556
78136,F,2019,1548
78136,PF,2018,3670
78136,PF,2019,3573
78137,F,2018,466
78137,F,2019,450
78137,PF,2018,920
78137,PF,2019,887
78138,F,2018,4959
78138,F,2019,5103
78138,PF,2018,10995
78138,PF,2019,11148
78139,F,2018,581
78139,F,2019,596
78139,PF,2018,1149
78139,PF,2019,1160
78140,F,2018,201
78140,F,2019,198
78140,PF,2018,493
78140,PF,2019,482
78142,F,2018,2902
78142,F,2019,2919
78142,PF,2018,6888
78142,PF,2019,6825
78143,F,2018,2158
78143,F,2019,2126
78143,PF,2018,4465
78143,PF,2019,4376
78145,F,2018,866
78145,F,2019,853
78145,PF,2018,1973
78145,PF,2019,1927
78146,F,2018,1939
78146,F,2019,1934
78146,PF,2018,4764
78146,PF,2019,4732
78147,F,2018,379
78147,F,2019,365
78147,PF,2018,695
78147,PF,2019,661
78148,F,2018,1908
78148,F,2019,1945
78148,PF,2018,4513
78148,PF,2019,4483
78149,F,2018,2557
78149,F,2019,2577
78149,PF,2018,6030
78149,PF,2019,6006
78150,F,2018,3979
78150,F,2019,4011
78150,PF,2018,8937
78150,PF,2019,8836
78152,F,2018,469
78152,F,2019,477
78152,PF,2018,1077
78152,PF,2019,1072
78153,F,2018,1234
78153,F,2019,1219
78153,PF,2018,2863
78153,PF,2019,2798
78154,F,2018,2424
78154,F,2019,2488
78154,PF,2018,5385
78154,PF,2019,5418
78155,F,2018,1005
78155,F,2019,1042
78155,PF,2018,2602
78155,PF,2019,2644
78156,F,2018,4124
78156,F,2019,4142
78156,PF,2018,9872
78156,PF,2019,9796
78157,F,2018,29682
78157,F,2019,30055
78157,PF,2018,75127
78157,PF,2019,74868
79002,F,2018,365
79002,F,2019,364
79002,PF,2018,884
79002,PF,2019,868
79003,F,2018,722
79003,F,2019,708
79003,PF,2018,1770
79003,PF,2019,1743
79004,F,2018,348
79004,F,2019,338
79004,PF,2018,795
79004,PF,2019,782
79005,F,2018,341
79005,F,2019,342
79005,PF,2018,689
79005,PF,2019,688
79007,F,2018,208
79007,F,2019,213
79007,PF,2018,489
79007,PF,2019,477
79008,F,2018,1293
79008,F,2019,1299
79008,PF,2018,2919
79008,PF,2019,2895
79009,F,2018,529
79009,F,2019,536
79009,PF,2018,1264
79009,PF,2019,1254
79011,F,2018,3005
79011,F,2019,3011
79011,PF,2018,7379
79011,PF,2019,7308
79012,F,2018,2101
79012,F,2019,2156
79012,PF,2018,5099
79012,PF,2019,5092
79017,F,2018,750
79017,F,2019,754
79017,PF,2018,1795
79017,PF,2019,1779
79018,F,2018,874
79018,F,2019,871
79018,PF,2018,2011
79018,PF,2019,1958
79020,F,2018,663
79020,F,2019,653
79020,PF,2018,1451
79020,PF,2019,1426
79023,F,2018,35781
79023,F,2019,36024
79023,PF,2018,87763
79023,PF,2019,87081
79024,F,2018,256
79024,F,2019,252
79024,PF,2018,525
79024,PF,2019,514
79025,F,2018,183
79025,F,2019,180
79025,PF,2018,372
79025,PF,2019,369
79027,F,2018,454
79027,F,2019,445
79027,PF,2018,1140
79027,PF,2019,1107
79029,F,2018,2375
79029,F,2019,2324
79029,PF,2018,5425
79029,PF,2019,5284
79030,F,2018,411
79030,F,2019,416
79030,PF,2018,922
79030,PF,2019,906
79033,F,2018,618
79033,F,2019,610
79033,PF,2018,1361
79033,PF,2019,1340
79034,F,2018,917
79034,F,2019,918
79034,PF,2018,2018
79034,PF,2019,1969
79036,F,2018,1943
79036,F,2019,1991
79036,PF,2018,4689
79036,PF,2019,4694
79039,F,2018,2492
79039,F,2019,2506
79039,PF,2018,6646
79039,PF,2019,6626
79042,F,2018,2213
79042,F,2019,2234
79042,PF,2018,5441
79042,PF,2019,5436
79043,F,2018,1319
79043,F,2019,1326
79043,PF,2018,2997
79043,PF,2019,2949
79047,F,2018,1663
79047,F,2019,1672
79047,PF,2018,3810
79047,PF,2019,3768
79048,F,2018,817
79048,F,2019,812
79048,PF,2018,2030
79048,PF,2019,2013
79052,F,2018,266
79052,F,2019,273
79052,PF,2018,579
79052,PF,2019,574
79055,F,2018,230
79055,F,2019,222
79055,PF,2018,445
79055,PF,2019,441
79056,F,2018,896
79056,F,2019,898
79056,PF,2018,1989
79056,PF,2019,1957
79058,F,2018,1368
79058,F,2019,1368
79058,PF,2018,3167
79058,PF,2019,3129
79059,F,2018,2355
79059,F,2019,2365
79059,PF,2018,5700
79059,PF,2019,5678
79060,F,2018,2198
79060,F,2019,2262
79060,PF,2018,4941
79060,PF,2019,4988
79061,F,2018,1834
79061,F,2019,1825
79061,PF,2018,4349
79061,PF,2019,4282
79063,F,2018,724
79063,F,2019,716
79063,PF,2018,1572
79063,PF,2019,1544
79065,F,2018,281
79065,F,2019,281
79065,PF,2018,601
79065,PF,2019,592
79068,F,2018,475
79068,F,2019,475
79068,PF,2018,1170
79068,PF,2019,1157
79069,F,2018,1873
79069,F,2019,1890
79069,PF,2018,4475
79069,PF,2019,4492
79071,F,2018,196
79071,F,2019,196
79071,PF,2018,413
79071,PF,2019,401
79072,F,2018,849
79072,F,2019,865
79072,PF,2018,2201
79072,PF,2019,2188
79073,F,2018,385
79073,F,2019,385
79073,PF,2018,866
79073,PF,2019,850
79074,F,2018,511
79074,F,2019,503
79074,PF,2018,1043
79074,PF,2019,1013
79077,F,2018,317
79077,F,2019,317
79077,PF,2018,737
79077,PF,2019,717
79080,F,2018,965
79080,F,2019,972
79080,PF,2018,1696
79080,PF,2019,1691
79081,F,2018,2394
79081,F,2019,2455
79081,PF,2018,5444
79081,PF,2019,5475
